time,original_signal,deconvolved_signal
988,0.001674559,0.001683831733318281
989,0.001652199,0.0016564877718579587
990,0.001630136,0.0016397355470210947
991,0.001608364,0.0016129617615477706
992,0.001586881,0.0015966878825994782
993,0.001565683,0.0015705524063938964
994,0.001544765,0.0015547956246089903
995,0.001524125,0.0015293131925216133
996,0.001503758,0.0015140728734171869
997,0.00148366,0.0014892323145790367
998,0.001463829,0.0014744889509688622
999,0.001444261,0.0014502676888553956
1000,0.001424951,0.0014359974823419939
1001,0.001405898,0.0014123677868891871
1002,0.001387096,0.0013985438230458842
1003,0.001368544,0.0013754796998487868
1004,0.001350238,0.0013620769661142733
1005,0.001332174,0.0013395554296879103
1006,0.001314349,0.0013265508270640114
1007,0.00129676,0.0013045489636238018
1008,0.001279404,0.001291922728229717
1009,0.001262278,0.001270422374816993
1010,0.001245379,0.0012581576519554195
1011,0.001228704,0.0012371432028908205
1012,0.00121225,0.001225227480754787
1013,0.001196013,0.00120468566956788
1014,0.001179992,0.0011931021480459094
1015,0.001164183,0.001173018264420686
1016,0.001148583,0.0011617559129792124
1017,0.00113319,0.0011421179483638755
1018,0.001118001,0.0011311660072980583
1019,0.001103013,0.0011119644772635032
1020,0.001088223,0.001101312873219892
1021,0.001073629,0.0010825372841957992
1022,0.001059229,0.0010721771726956983
1023,0.001045019,0.001053819942923686
1024,0.001030998,0.0010437428220874002
1025,0.001017162,0.001025795203000371
1026,0.001003509,0.001015992748810125
1027,0.000990038,0.0009984523105059301
1028,0.000976744,0.0009889392244003072
1029,0.000963627,0.0009718208483284344
1030,0.000950684,0.0009625956188259202
1031,0.000937912,0.0009458913304580772
1032,0.000925309,0.0009369444089688085
1033,0.000912873,0.0009206437194867856
1034,0.000900602,0.0009119664420563065
1035,0.000888493,0.0008960610693871635
1036,0.000876545,0.0008876444407342964
1037,0.000864755,0.0008721256851791471
1038,0.000853121,0.0008639614872978807
1039,0.000841641,0.0008488203048768052
1040,0.000830313,0.0008408998658650642
1041,0.000819135,0.0008261282088029324
1042,0.000808106,0.0008184438153803816
1043,0.000797222,0.0008040344981664021
1044,0.000786483,0.0007965778548860575
1045,0.000775885,0.0007825221837514014
1046,0.000765429,0.0007752855022432263
1047,0.00075511,0.0007615765630406108
1048,0.000744929,0.0007545525202178852
1049,0.000734882,0.0007411826577475343
1050,0.000724968,0.0007343639913389477
1051,0.000715186,0.0007213254121994245
1052,0.000705533,0.000714705475470358
1053,0.000696008,0.0007019916400157248
1054,0.000686609,0.0006955626962152717
1055,0.000677334,0.0006831666590641515
1056,0.000668183,0.0006769218594110954
1057,0.000659152,0.000664837773718773
1058,0.000650242,0.0006587707307456488
1059,0.000641449,0.0006469920000920412
1060,0.000632773,0.0006410963980905157
1061,0.000624211,0.0006296160909836697
1062,0.000615763,0.0006238851049858265
1063,0.000607427,0.0006126975198907683
1064,0.000599202,0.0006071261166262806
1065,0.000591085,0.0005962258900182558
1066,0.000583076,0.0005908069396241445
1067,0.000575173,0.000580187714363395
1068,0.000567374,0.0005749158906652004
1069,0.000559679,0.0005645716967501358
1070,0.000552086,0.000559441452281817
1071,0.000544593,0.0005493679209907896
1072,0.0005372,0.0005443730911305617
1073,0.000529904,0.0005345647029535789
1074,0.000522705,0.0005296998261875009
1075,0.000515602,0.0005201511995971184
1076,0.000508593,0.0005154122176217395
1077,0.000501676,0.0005061187706519377
1078,0.000494851,0.0005014987648144143
1079,0.000488116,0.0004924551653865214
1080,0.000481471,0.00048794989764473946
1081,0.000474914,0.0004791523791210845
1082,0.000468443,0.0004747572522833253
1083,0.000462058,0.00046619993624578157
1084,0.000455758,0.0004619095123155907
1085,0.000449541,0.0004535893486116342
1086,0.000443407,0.0004493991767291543
1087,0.000437353,0.00044131146596888967
1088,0.00043138,0.0004372162580108731
1089,0.000425486,0.00042935669936491655
1090,0.000419671,0.0004253532279227178
1091,0.000413932,0.0004177186461770362
1092,0.000408269,0.00041380144459678077
1093,0.000402681,0.00040638655536470963
1094,0.000397167,0.0004025515734244134
1095,0.000391727,0.0003953536000781242
1096,0.000386358,0.0003915974462392266
1097,0.00038106,0.0003846121690788399
1098,0.000375833,0.0003809292307878423
1099,0.000370675,0.00037415422268562306
1100,0.000365585,0.00037054147399794604
1101,0.000360562,0.00036397210727992995
1102,0.000355606,0.0003604246434033485
1103,0.000350716,0.0003540584769114049
1104,0.00034589,0.0003505735104073817
1105,0.000341129,0.0003444068902461671
1106,0.00033643,0.000340980363814803
1107,0.000331794,0.0003350103678424906
1108,0.000327219,0.0003316381573690706
1109,0.000322705,0.00032586218548734305
1110,0.00031825,0.00032254068116867535
1111,0.000313854,0.00031695514223679315
1112,0.000309517,0.0003136803358890272
1113,0.000305237,0.00030828369335510317
1114,0.000301014,0.0003050526645954506
1115,0.000296847,0.0002998416545304584
1116,0.000292735,0.00029665095771148724
1117,0.000288677,0.00029162281743325976
1118,0.000284673,0.0002884681926159374
1119,0.000280722,0.0002836206207441592
1120,0.000276824,0.00028049952616371836
1121,0.000272977,0.0002758308972216431
1122,0.000269181,0.0002727395577773374
1123,0.000265436,0.0002682468758318161
1124,0.00026174,0.0002651827330612378
1125,0.000258093,0.0002608641327497026
1126,0.000254494,0.00025782284521202813
1127,0.000250943,0.0002536761374251455
1128,0.000247439,0.0002506550422241768
1129,0.000243981,0.00024667870917566384
1130,0.000240569,0.00024367411855306882
1131,0.000237202,0.00023986609835249817
1132,0.00023388,0.00023687524205744621
1133,0.000230602,0.000233234295201252
1134,0.000227368,0.0002302544089110749
1135,0.000224176,0.00022677918134536413
1136,0.000221026,0.00022380623162992683
1137,0.000217918,0.00022049397496296783
1138,0.000214852,0.00021752545143787457
1139,0.000211826,0.0002143766643346226
1140,0.00020884,0.00021140926148852186
1141,0.000205893,0.00020842118537204142
1142,0.000202986,0.00020545122270542988
1143,0.000200117,0.00020262391610829887
1144,0.000197286,0.00019964886365589037
1145,0.000194493,0.00019698073479859583
1146,0.000191736,0.000193997435161009
1147,0.000189016,0.00019148743007902646
1148,0.000186333,0.00018849225574429817
1149,0.000183684,0.0001861413146807536
1150,0.000181071,0.0001831304229867783
1151,0.000178492,0.00018093673497052504
1152,0.000175948,0.00017790746411484786
1153,0.000173437,0.00017587146615407318
1154,0.00017096,0.00017282015186037826
1155,0.000168515,0.00017094165060825618
