time,original_signal,deconvolved_signal
3648073536.98,511.5209147,746.529682570045
3648073537.98,510.868011,508.7740795860198
3648073538.98,589.3025547,722.8819358981694
3648073539.98,372.2443013,442.35120592753475
3648073540.98,480.9710663,141.13840907724497
3648073541.98,468.5117863,544.5315825220362
3648073542.98,412.4034196,262.8204155564216
3648073543.98,599.2896855,604.3347791055511
3648073544.98,545.6061568,837.4444669971249
3648073545.98,532.8618456,637.8513921295867
3648073546.98,528.2788072,576.1051114114277
3648073547.98,484.1911606,531.9020324392771
3648073548.98,422.7506928,264.89898589835286
3648073549.98,591.9516087,530.6834105458769
3648073550.98,540.2715877,770.84314254772
3648073551.98,526.0001402,605.0198366776461
3648073552.98,276.1052456,195.71843340374903
3648073553.98,557.1855232,183.936378611442
3648073554.98,602.6295945,956.5103210755624
3648073555.98,551.0061514,746.3073805734666
3648073556.98,530.2603822,662.0227916842268
3648073557.98,503.499154,458.3175841434858
3648073558.98,609.0546492,681.6226758416724
3648073559.98,377.7522361,487.2308871135706
3648073560.98,273.5770773,-87.86359855490544
3648073561.98,472.6472776,212.59199523914373
3648073562.98,433.2632292,461.8532551861006
3648073563.98,571.4457482,638.8344042274321
3648073564.98,390.7184117,628.4298588855045
3648073565.98,359.5349379,73.93440068772709
3648073566.98,507.2670523,412.3696969293047
3648073567.98,502.7468316,709.3227903010769
3648073568.98,346.5210786,377.52940147741737
3648073569.98,355.0860099,68.94152708774338
3648073570.98,414.2908845,275.0177493822829
3648073571.98,515.4735409,600.8048811576882
3648073572.98,392.0521587,552.9073252259086
3648073573.98,617.691502,589.7069448941542
3648073574.98,476.9920371,942.9971404605105
3648073575.98,531.9194868,401.81746309522487
3648073576.98,624.5629862,970.4934486564671
3648073577.98,399.8309374,447.62372906879085
3648073578.98,551.6654346,424.7902705535363
3648073579.98,392.8725142,388.6259807123577
3648073580.98,643.1790534,518.7066384626617
3648073581.98,576.5359383,969.8057583449727
3648073582.98,614.412874,703.7784693840523
3648073583.98,629.850477,880.2118690613408
3648073584.98,555.1993847,643.0831729634908
3648073585.98,642.5247062,665.1681684204658
3648073586.98,568.3412775,719.5424746891491
3648073587.98,561.2564739,488.0400671431574
3648073588.98,599.3224215,598.4462274193756
3648073589.98,586.0480946,651.6656694226936
3648073590.98,457.9991102,404.10155413735777
3648073591.98,622.8874438,387.1705404690117
3648073592.98,589.6268412,867.0836627231247
3648073593.98,408.9417867,270.67221019568166
3648073594.98,496.0516468,235.12370084888826
3648073595.98,385.8696902,239.38256474474974
3648073596.98,450.0634968,184.21130521504813
3648073597.98,556.2514532,539.5200841944768
3648073598.98,518.4597336,756.6843562043891
3648073599.98,396.0064612,307.9601553017328
3648073600.98,624.1308991,536.9286813828439
3648073601.98,593.4921559,958.955605144208
3648073602.98,532.4698985,666.4317865820807
3648073603.98,611.3587413,628.8735988276869
3648073604.98,579.6607584,824.119377394515
3648073605.98,288.4927439,172.0315843988031
3648073606.98,606.6899281,251.27055484406065
3648073607.98,597.716216,898.8346010372685
3648073608.98,630.703941,794.774811728348
3648073609.98,627.9098801,859.5181090016781
3648073610.98,601.9031629,724.0004934607165
3648073611.98,583.8803481,625.4881382143299
3648073612.98,557.5187039,556.6270019708275
3648073613.98,466.2126768,343.32417347909285
3648073614.98,540.3026938,317.1459749316706
3648073615.98,590.9396801,625.3297323788867
3648073616.98,601.1929829,717.5542507479774
3648073617.98,579.8865575,670.4070527591703
3648073618.98,588.1464574,627.3071565226047
3648073619.98,570.5962423,600.6964063940144
3648073620.98,601.6138475,616.4882403227524
3648073621.98,546.9913129,603.8319913190334
3648073622.98,470.2693317,339.4270702946387
3648073623.98,588.4098355,401.01445306727425
3648073624.98,558.7692373,733.2451838645507
3648073625.98,377.2202181,210.70644960699738
3648073626.98,615.4312287,358.99143036015056
3648073627.98,593.4735294,867.3058289268943
3648073628.98,579.1701376,680.9892400691065
3648073629.98,580.8934569,647.1122022952527
3648073630.98,631.2646437,724.2403030056071
3648073631.98,548.3732093,660.0250191102605
3648073632.98,629.2478181,575.6033393378016
3648073633.98,599.9617279,762.9154738203874
3648073634.98,528.3220671,485.8438626623358
3648073635.98,551.2658041,438.63984131039524
3648073636.98,459.6502986,380.63141303772704
3648073637.98,444.38974,141.55511369921155
3648073638.98,587.9517179,490.55383382208095
3648073639.98,529.4406787,663.8552090257235
3648073640.98,597.9325157,625.1613506178229
3648073641.98,524.553936,648.3051036413809
3648073642.98,622.2815719,586.1645641102275
3648073643.98,537.2034386,747.7988504686878
3648073644.98,320.2071879,115.72614676410649
3648073645.98,520.6258968,146.9717025908727
3648073646.98,612.1273153,744.9107890889791
3648073647.98,610.7616238,853.6424668924209
3648073648.98,613.8084456,802.7680159544989
3648073649.98,631.3845515,757.9660067427369
3648073650.98,608.9890376,794.7486782274734
3648073651.98,422.7621481,318.00349299038083
3648073652.98,638.5970861,370.05399740312214
3648073653.98,472.9543347,661.2202471171097
3648073654.98,442.9265391,116.57307833562616
3648073655.98,420.8958242,244.83262405229286
3648073656.98,460.6399685,178.24390651867535
3648073657.98,562.5139456,621.9910272468306
3648073658.98,515.6964064,608.9356776154954
3648073659.98,575.0135053,683.9236375785206
3648073660.98,359.2987312,374.0969402512069
3648073661.98,489.7856619,127.8616913530512
3648073662.98,594.043266,729.4704524942043
3648073663.98,466.8628331,632.0982810359812
3648073664.98,465.1179072,321.11739884030385
3648073665.98,591.9476505,576.8575541299089
3648073666.98,506.0050171,739.117711559356
3648073667.98,325.7737029,139.01268002140614
3648073668.98,501.5685223,199.2950413829078
3648073669.98,422.883546,473.8431186704644
3648073670.98,481.2797997,347.51526619586406
3648073671.98,454.5839503,522.5946931692263
3648073672.98,365.909026,254.42252376576963
3648073673.98,327.9147437,67.58901092418773
3648073674.98,480.4329015,268.3661201672381
3648073675.98,566.8088794,812.6749543948723
3648073676.98,525.5617201,789.337358361799
3648073677.98,498.5776264,605.6526131371027
3648073678.98,542.8448785,587.0577871678064
3648073679.98,415.5794159,502.027854235805
3648073680.98,329.8826516,24.996197545519554
3648073681.98,402.8605763,115.13197393652496
3648073682.98,488.4901457,423.1906411473214
3648073683.98,513.6382766,669.7385300898216
3648073684.98,548.0510648,688.5029695576368
3648073685.98,413.4890623,572.9104541063351
3648073686.98,309.9209163,7.637967854521513
3648073687.98,437.5288729,190.82522600649685
3648073688.98,421.2485626,418.50630415340004
3648073689.98,259.768567,199.600661520692
3648073690.98,161.195267,-92.03664698287697
3648073691.98,389.5264817,184.86411896828923
3648073692.98,289.266184,277.3679153342011
3648073693.98,343.1425197,251.21521039208085
3648073694.98,262.5056077,160.6347055466091
3648073695.98,583.3140109,551.8553909491394
3648073696.99,577.4076562,1219.9654072618903
3648073697.98,558.4306084,896.5808500245518
3648073698.98,568.3781113,853.3425939532119
3648073699.98,545.6148647,710.7095547313654
3648073700.98,519.433897,609.1241532640596
3648073701.98,529.187033,512.8058173268454
3648073702.98,504.9234722,543.1605004356143
3648073703.98,511.1747887,419.06826969641037
3648073704.99,595.2691659,675.720984935831
3648073705.98,428.2418638,488.58864260425827
3648073706.98,627.7361419,436.0561688836781
3648073707.99,594.0773524,950.2628671804353
3648073708.99,381.3783638,311.6122806757367
3648073709.98,503.5117269,178.93380842374145
3648073710.99,568.1161303,596.9275424112919
3648073711.99,612.3867817,789.9199200459061
3648073712.99,485.8801141,637.9005631392705
3648073713.99,462.6015667,264.028731824633
3648073714.99,549.4851153,477.7682417801479
3648073715.99,443.1207199,475.41149435528837
3648073716.99,513.7089174,329.77389043678113
3648073717.99,589.6996241,711.6473195456442
3648073718.99,433.4187601,551.6684802835081
3648073719.99,423.7967078,147.9228213646331
3648073720.99,636.6812624,605.0521969136894
3648073721.99,454.419991,769.1630157950314
3648073722.99,406.2081687,131.501238629259
3648073723.99,512.0834336,413.19689534516687
3648073724.99,382.1846098,377.705168945417
3648073725.99,325.7456701,49.40227801231187
3648073726.99,402.3460206,108.59533565834771
3648073727.99,488.6374809,516.0022928661385
3648073728.99,593.3758803,762.22060705471
3648073729.99,595.3620654,1037.5034795450404
3648073730.99,406.3552711,486.12733603363705
3648073731.99,552.4111446,423.72667969054396
3648073732.99,431.2180914,516.7815277906124
3648073733.99,570.8244629,457.9322916016887
3648073734.99,480.5282224,683.2718834740564
3648073735.99,492.3014436,367.67215088587295
3648073736.99,547.8299689,608.0633122611512
3648073737.99,535.5169531,607.4392042963481
3648073738.99,555.6149874,644.2809029828895
3648073739.99,548.9426199,603.9639969130338
3648073740.99,591.2544671,684.3852430329225
3648073741.99,500.0494421,582.1609078515866
3648073742.99,514.408946,387.1199721710095
3648073743.99,557.5052463,549.2689338041163
3648073744.99,566.7405203,626.296144582642
3648073745.99,571.5100095,658.6894405940651
3648073746.99,480.5003293,495.38250862851964
3648073747.99,494.3949636,311.74149411692775
3648073748.99,597.6710934,581.355703392583
3648073749.99,575.179141,756.447420212432
3648073750.99,529.4295028,567.124801917044
3648073751.99,531.648891,489.9459312789202
3648073752.99,573.3988248,554.5315418227152
3648073753.99,610.6897723,732.1895052624824
3648073754.99,536.5618039,635.141890581705
3648073755.99,548.7594754,479.9305003576761
3648073756.99,572.5591909,578.3009972430575
3648073757.99,568.3925934,611.0382682776393
3648073758.99,576.1233158,600.1985339657232
3648073759.99,551.6505335,595.590897757422
3648073760.99,457.0380785,370.96673316270676
3648073761.99,513.4434439,281.8511357160137
3648073762.99,610.6516346,648.3884083128487
3648073763.99,543.0001765,707.8350682193784
3648073764.99,564.3763114,534.3126887346107
3648073765.99,590.32524,675.2546625339213
3648073766.99,587.3477086,653.3386035717131
3648073767.99,580.4415792,670.2537213859969
3648073768.99,533.9515861,507.2160571427607
3648073769.99,571.05585,536.609117873986
3648073770.99,527.4825729,505.7670233980769
3648073771.99,614.5697087,593.2981368938639
