A0,A#0,B0,C0,C#0,D0,D#0,E0,F0,F#0,G0,G#0,A1,A#1,B1,C1,C#1,D1,D#1,E1,F1,F#1,G1,G#1,A2,A#2,B2,C2,C#2,D2,D#2,E2,F2,F#2,G2,G#2,A3,A#3,B3,C3,C#3,D3,D#3,E3,F3,F#3,G3,G#3,A4,A#4,B4,C4,C#4,D4,D#4,E4,F4,F#4,G4,G#4,A5,A#5,B5,C5,C#5,D5,D#5,E5,F5,F#5,G5,G#5,A6,A#6,B6,C6,C#6,D6,D#6,E6,F6,F#6,G6,G#6,A7,A#7
140.43695,167.82509,549.09485,155.84512,217.64653,298.87637,196.91676,126.60419,163.97639,221.09114,243.61359,411.112,273.8656,423.8591,589.66016,274.11353,259.07324,150.91383,201.55054,454.29172,396.37842,454.77029,342.67499,437.45587,810.26733,340.2742,330.24564,214.63998,318.58707,216.68469,201.20419,117.59397,117.50494,150.51527,97.007362,120.86448,129.69777,124.24538,109.61339,97.790657,126.67451,121.0462,108.74522,96.343025,119.9912,97.34832,87.222336,96.787323,83.160347,73.448654,74.529526,76.819626,71.22728,60.559177,72.54023,61.350346,61.515854,60.203274,50.007324,45.593987,49.456356,40.58955,38.283463,38.946434,34.233494,33.369465,30.261627,31.395788,33.427719,31.114115,29.101694,29.976858,25.766588,29.612801,26.784338,25.856661,27.450787,24.823641,24.286276,23.440968,23.809988,24.61401,22.438581,23.14809,22.600401,23.263401
214.05881,194.15771,930.17273,244.58763,333.80618,211.1185,224.39294,242.68799,183.34082,268.92917,207.81358,256.33124,240.32404,283.49435,450.8887,177.98329,150.70461,292.20093,373.21695,535.41046,418.51135,454.48688,371.39346,267.81036,387.91656,200.10541,405.07275,390.19498,309.83878,172.43295,287.0903,111.90834,133.91348,222.13199,119.23037,112.03717,146.19524,115.18412,122.19727,115.72422,108.49544,118.68985,103.01582,101.43187,120.71914,74.933868,87.024139,99.656418,82.41925,100.76235,69.310768,68.793732,92.986938,51.655979,76.025444,58.849419,66.756012,49.774067,48.97414,39.324116,39.908318,38.469967,36.013332,38.324089,37.318493,34.514225,29.83724,33.539589,30.384766,29.235357,30.643431,30.226164,30.008989,29.089306,26.697176,26.655399,25.108648,26.69853,24.50765,24.858206,23.355061,24.702602,23.345142,24.600859,24.539555,24.712702
223.90228,310.68948,790.85211,274.94586,257.2009,315.47351,257.99255,178.64174,55.131817,233.42668,286.56772,144.89047,300.04797,196.36452,450.01871,446.02185,273.11911,357.25781,342.89423,411.20428,218.50867,349.32336,263.94434,589.92554,360.40414,210.85828,305.01263,353.24237,281.67612,226.29079,257.59058,176.54921,139.68202,180.92427,141.7583,105.64098,132.77684,136.32697,129.15308,96.086121,98.574005,126.29076,115.75776,117.06076,94.888115,80.848763,86.958397,90.370384,80.201683,89.458733,76.598885,67.602631,87.51152,73.172142,69.379601,67.274483,60.729813,52.325493,45.062756,46.217033,41.209641,44.469269,36.195908,40.626114,39.418472,36.948376,31.126745,31.658543,32.352188,32.276012,29.995296,30.943008,29.85302,28.174391,29.8571,29.586515,26.422531,27.12327,25.085716,25.143608,24.977665,26.04425,24.977722,24.757549,22.829182,24.534821
278.3432,234.82262,700.99304,164.5132,173.51913,226.52103,336.71933,201.5808,212.57515,230.30862,157.57617,366.9227,302.84689,307.82385,327.47781,236.42598,370.07346,350.87195,411.91055,767.16296,548.09607,457.5184,234.91388,386.49524,399.26932,293.70926,415.0929,279.99686,250.67194,214.97162,215.99394,130.18365,151.76741,155.1123,117.38506,103.95775,110.45162,87.79071,108.57289,76.490883,106.8096,103.75417,117.93523,91.113083,101.62564,92.738182,65.530464,107.82934,109.92171,74.739342,58.007622,73.756165,73.136299,69.447868,60.084969,58.362728,44.93084,47.015999,46.100609,37.608803,42.424644,38.691658,36.654789,29.966774,35.532433,35.162884,32.364838,34.006493,31.051634,32.275829,31.630735,29.173485,28.400932,29.644005,27.393768,27.769598,26.218098,24.275049,25.196421,25.178312,24.167587,22.734905,24.203516,23.124163,21.715189,22.393171
238.50769,247.41826,787.33643,505.92105,287.82605,210.98541,259.80228,265.18378,255.46199,370.48059,261.74191,202.54123,301.76968,398.95367,626.01862,309.17157,197.36877,267.89539,477.76065,616.53394,470.88651,301.4288,245.57982,222.79553,349.44565,210.53265,442.75916,398.51627,249.71346,230.64487,250.66205,139.10997,168.42447,197.18323,115.8748,95.11554,129.07347,99.464752,129.4333,105.53399,122.78072,98.117012,101.15952,106.62366,90.770401,102.42278,85.521179,83.434448,74.522835,86.57988,72.032928,75.034996,69.817802,54.33548,68.991631,63.151562,56.639843,51.299938,47.7309,42.283573,44.559212,43.571754,40.951397,40.299763,35.331841,34.804409,32.626015,31.792469,32.060925,30.371984,30.426939,27.229479,29.181284,29.16103,26.466757,26.712769,29.983627,24.204906,22.754875,23.172468,22.898293,22.241011,20.883667,22.908676,21.895058,22.820757
180.84799,414.91406,852.78351,357.60107,343.33685,276.4585,278.48044,138.30273,174.95401,182.68671,177.48257,311.6152,380.08307,385.86218,440.00171,192.54041,241.5666,202.30098,472.42368,852.24017,478.05658,326.70996,225.8213,313.93774,237.90623,177.69363,555.51746,256.45517,241.80231,282.60779,265.89395,153.8262,205.37625,192.71854,108.41148,116.3625,140.79688,102.29333,136.75281,82.681358,135.34969,128.43756,86.393913,129.14969,112.0034,95.771095,108.64708,107.5695,91.169609,76.760513,83.441635,61.712093,82.953247,67.400177,57.941467,67.627251,56.586216,54.700214,50.335995,48.54845,46.496632,41.670658,39.950962,40.094341,39.556034,35.568687,33.35696,32.952881,33.036858,32.575436,31.280125,28.658592,28.042953,28.700417,25.565462,26.323526,24.624521,23.975599,25.174637,23.967278,23.286003,23.453342,25.51174,23.012342,22.312988,23.203714
217.66835,269.31616,790.81293,207.27774,216.10358,315.21274,193.21361,114.89494,227.97377,195.97737,302.56726,298.18066,269.00174,335.74887,494.59457,150.36429,170.20122,178.27892,588.88318,707.31372,374.41174,268.3334,219.60919,197.47565,269.26682,255.97034,459.41934,428.58456,357.83328,192.87218,220.06822,184.56377,157.94022,200.31601,126.29214,129.12517,140.29433,101.95789,122.13542,108.86976,137.09146,102.38861,95.949524,97.739922,106.25655,91.552383,87.298805,69.406219,77.307671,71.823006,85.031868,71.856148,89.472458,70.298027,55.624256,63.667843,54.674553,54.229343,45.310818,48.170048,47.86097,37.654793,35.286602,35.215633,33.390778,35.407944,34.618637,33.983894,29.796488,31.717823,29.559645,27.681778,26.335051,27.250738,26.156229,27.876604,24.202055,27.009506,24.100792,24.36194,22.886921,23.913532,21.407806,21.890156,21.988873,22.435064
145.46468,268.70828,685.3999,324.87088,224.95094,274.31027,326.12656,253.56001,179.59129,347.68945,243.53189,339.51974,400.29153,366.17752,510.79749,237.31902,274.05994,113.39001,545.78546,649.89191,307.04272,352.87234,240.42265,261.05634,299.20908,277.14926,579.29114,264.13806,249.03021,208.4543,233.33844,158.40555,191.95073,164.22322,93.784782,134.92485,104.33816,119.95889,115.79875,107.88768,120.13238,128.88191,99.809021,92.731819,91.44355,82.652901,70.283142,92.36483,78.898331,82.868011,84.876671,71.95433,88.326714,64.841896,53.360268,61.221981,56.843876,48.937592,50.795204,45.532871,40.291103,37.790359,39.111179,34.490715,35.105068,35.727013,34.698032,31.149057,34.543949,29.035215,27.297482,26.560581,28.933123,28.175402,25.183485,28.021143,26.685184,23.067469,24.149338,23.954424,25.262257,24.490049,22.447096,22.492304,20.953886,22.4851
175.45558,251.94861,723.74109,285.12451,101.62451,139.83383,330.3981,116.95322,341.47891,278.69836,307.72809,246.70348,516.93549,451.13293,405.3735,140.24347,271.43375,339.09042,665.27045,601.31415,406.84094,436.66174,265.52661,245.47501,236.89095,230.74527,302.87991,393.0733,226.58136,194.48463,263.55374,192.16811,157.05769,190.29808,137.89917,131.72351,166.69679,144.12762,124.25669,110.33253,98.164078,99.901985,92.436432,103.99288,102.7298,71.954208,72.166397,81.755272,81.414276,76.946922,61.269199,74.98967,72.081497,51.996208,52.172306,57.569725,56.184429,56.664291,47.142319,45.938427,45.04055,42.664425,35.166382,34.233635,34.628235,32.242855,34.565235,31.141106,29.415316,29.497192,32.673512,28.395021,28.724077,26.68161,25.270779,24.986113,23.759035,22.404068,23.703758,22.55658,22.173838,25.302271,21.921087,22.285034,22.244205,22.405581
225.04985,116.45229,732.27747,378.16211,169.6664,339.6814,250.67809,160.9734,203.15724,180.77408,169.21791,273.75507,305.60013,399.93314,620.93585,341.97018,295.616,267.68073,783.90167,760.81128,213.31802,285.91995,377.01938,295.04263,244.92229,159.85127,386.95871,269.73718,375.10385,219.41287,254.30075,76.159195,189.40477,145.39781,153.22289,126.59718,172.98457,127.67299,107.19473,82.294159,97.348122,119.02065,108.10662,93.353821,109.67965,92.861832,83.607803,79.124443,84.600471,80.906029,65.307686,72.137955,70.259735,63.613182,55.903759,52.092514,51.766876,46.297165,46.201183,37.14233,34.625973,37.479801,36.982967,35.42054,30.857262,33.97588,29.791479,31.360567,31.125393,31.05233,29.014709,29.015188,26.888664,27.177986,27.97098,23.982916,22.3748,25.507141,25.186279,22.176313,23.613888,22.480179,21.614489,21.119049,22.619377,22.991894
234.85196,194.58833,763.17242,185.38812,307.21753,272.78342,249.04417,223.50009,188.98981,282.91663,376.98816,302.20929,143.69037,208.97719,429.78415,183.35603,251.27795,352.23938,391.2793,647.79034,296.16321,309.03622,297.52234,385.67838,287.81998,210.62225,342.64969,281.69901,315.04135,273.4733,209.55379,181.61127,157.56752,227.43733,117.54317,148.39899,136.41797,98.93428,118.93764,119.3492,117.46603,112.60072,106.32683,103.05841,92.624268,95.92765,98.705032,103.57195,86.792732,84.719299,86.012955,61.189156,69.756287,50.208771,66.044815,56.748165,51.038052,55.061497,47.855206,52.395336,41.77977,40.32011,40.483055,38.681004,39.117329,36.10844,33.49865,30.05266,30.523745,29.928486,31.810108,28.887522,32.036339,28.12664,28.180916,26.02179,26.189987,24.104063,23.382671,23.488985,23.433273,22.90498,21.995552,22.998077,21.87149,21.445415
302.42886,293.70715,835.11865,308.38205,204.27293,258.63959,287.84622,267.75241,260.82999,355.41345,164.82013,257.69785,281.25165,300.91931,425.59375,297.3494,264.56845,301.00803,811.00415,483.20151,262.15225,307.20145,210.91789,211.10211,261.29141,259.34595,456.54575,214.03941,260.15594,223.1338,236.10703,131.69164,133.29333,192.87619,144.29521,153.3667,120.55641,110.86814,118.10803,107.94788,122.7499,138.65034,110.61621,83.713356,76.006454,86.603035,73.69072,122.03873,91.303658,74.53434,91.155373,82.762878,80.750809,67.872948,74.230385,65.47921,59.263744,52.70351,56.444824,48.49477,47.906017,41.92458,40.283703,42.056534,36.852642,36.96452,36.022652,33.198269,30.6733,32.85746,31.559999,30.472715,27.624428,28.551271,27.18293,26.969662,25.330984,26.125563,26.146469,26.094425,25.434404,25.235218,24.205008,24.545422,25.609249,23.131773
167.45093,151.25725,586.76501,208.10303,222.62567,249.20882,108.36297,146.34557,196.79016,107.63924,303.81454,263.35464,191.05605,171.77534,614.91388,304.14725,231.03726,300.38406,638.5899,529.36298,182.14499,278.62634,245.99138,191.65842,316.90442,243.42833,392.36624,269.46289,246.47122,264.69397,199.70995,162.95697,152.89409,191.75771,149.87631,126.89374,135.18405,104.83597,109.08614,92.538857,142.78201,143.61374,103.12521,122.10973,97.421707,86.47287,90.872673,109.87454,104.44668,91.69632,101.91891,69.197807,74.161491,76.247398,66.071098,54.577229,65.857742,57.702892,61.877312,44.306522,41.679661,43.416523,38.735722,35.671383,35.826054,35.00618,33.279739,32.785267,28.607624,32.955124,27.88888,28.334787,28.47443,29.792614,30.86676,27.963995,28.168139,24.570936,23.989822,24.08429,23.804365,23.880629,23.721998,23.063368,23.151337,23.249323
210.19417,242.80588,671.63007,406.60275,220.91679,206.93341,162.74403,333.9549,159.81233,258.0394,209.15474,416.15814,382.77332,241.21889,446.987,266.70007,200.32246,260.54941,706.21948,727.62189,201.83844,288.33789,204.48952,241.20407,211.63324,305.83542,308.67072,231.71234,264.76691,227.57585,208.86655,113.61881,118.38763,225.64621,106.43181,114.09474,146.79298,97.181137,126.48193,111.76986,119.95864,115.84232,105.94597,131.20586,92.407181,83.867233,77.40892,119.82645,125.7842,93.857841,88.774475,75.932785,95.715263,75.952133,63.278923,65.692581,75.663826,54.875324,47.462692,56.290085,48.020607,51.972889,42.796658,41.617085,38.600933,37.396957,33.962975,35.645561,33.808857,33.999435,34.330788,31.182243,31.114508,29.205591,28.669582,29.677528,28.096704,23.416958,24.243105,25.981741,23.927113,24.440605,21.843819,24.099287,25.079206,24.52079
325.3428,345.15762,894.89996,418.49765,484.22055,257.83804,296.36517,263.16486,126.26962,157.07617,245.71719,417.96286,156.26723,200.13647,579.67163,324.33768,294.36777,267.15106,517.88074,701.81152,382.00735,387.70844,256.05151,249.8674,261.20691,230.24162,360.6795,276.9339,187.62132,227.1908,222.57249,84.708717,153.66225,223.32242,94.195496,126.75761,150.89281,95.963829,118.41296,117.94328,111.53293,109.6922,112.64589,123.96404,96.160103,88.399879,102.62206,109.53715,94.397171,79.175659,101.36197,99.187325,97.233467,73.49102,69.130463,63.648472,69.16275,63.010921,59.08181,56.134117,49.130463,42.527981,41.925934,43.543892,38.477726,36.422688,38.19825,34.199326,33.807812,33.054581,29.158138,29.915293,29.754055,28.867516,28.705946,27.241497,29.349335,27.079159,26.716005,24.4081,24.295391,24.463106,23.294514,22.169371,24.211409,24.501242
453.83768,303.05801,518.82117,134.24297,194.25119,135.91832,164.23032,245.89986,212.09264,116.9725,332.6503,344.88168,134.537,304.74661,397.39886,214.58888,310.38831,258.61734,457.50491,699.83411,683.66779,338.98758,325.4696,244.09467,231.51958,300.27438,534.12256,319.97656,242.42436,232.383,285.92252,127.16768,168.18597,185.02139,122.12957,103.29762,127.35204,125.28089,137.57573,117.85783,109.87474,166.30606,116.37991,127.88989,81.299217,106.70803,86.589226,109.05011,75.338844,108.29169,91.800438,87.994263,100.88674,75.055908,67.947838,73.555489,64.552704,55.822353,49.916004,47.606396,46.157795,49.068501,43.083229,38.25539,37.451145,38.963238,34.365669,32.255608,32.005215,33.959267,32.38591,31.152985,30.420269,27.45438,26.933353,25.79286,25.35586,24.778229,23.354319,26.43512,22.098412,24.065407,22.427752,22.802818,20.951567,22.136106
283.10175,310.98343,664.80292,212.06892,270.39984,128.839,144.64014,187.54112,202.00624,229.64798,336.49002,178.90666,253.4642,220.4212,389.69217,167.90892,220.57938,349.40747,341.24353,430.97836,849.04352,250.17216,388.70486,241.65923,205.93829,250.1996,516.17432,523.99103,281.02274,186.56821,232.2813,107.40244,184.44391,207.19754,125.63578,89.668587,152.18773,126.14114,111.12036,97.52494,155.70412,139.60127,113.48052,112.38554,100.2832,98.004631,91.939049,117.43302,87.001633,104.544,90.812622,91.586365,93.995354,74.749367,60.098026,60.243084,61.353027,63.896275,54.868534,45.819138,50.964073,47.072636,43.727543,43.206867,45.616669,45.247601,36.547359,37.387367,40.137821,37.852699,35.892948,30.428127,29.423325,27.794767,28.217686,29.112312,25.86237,27.081749,22.9529,25.291088,25.918198,23.15465,22.882488,23.643974,22.006195,21.391342
233.69093,158.23872,780.12378,231.88123,206.07925,161.79492,105.83533,263.91821,325.82767,213.55408,337.7843,354.74863,172.18474,263.53329,295.79858,276.54587,251.22691,247.32434,477.0798,382.06876,293.76477,359.69025,362.5498,221.17178,211.74403,281.20956,300.14059,647.89996,273.32071,251.32501,319.3598,147.56454,138.51617,140.51593,182.46362,113.3057,126.15596,91.416023,110.95094,93.230209,114.0754,134.12579,116.16357,100.17718,104.47028,80.378746,89.262993,132.4064,116.12321,94.646347,87.478821,91.486389,110.08875,64.796867,72.678894,79.169502,68.443489,60.825581,53.427486,51.471569,58.289852,53.837341,46.327274,43.014156,40.677429,39.974003,38.11903,39.006947,37.412369,37.061531,32.543823,33.805565,32.545547,30.479952,34.180344,31.298508,27.358622,28.400015,25.213251,26.079878,25.950546,23.570608,23.085545,23.27002,22.781515,23.073025
206.24628,154.99432,835.40039,440.87274,201.325,231.22897,263.09924,257.28677,295.43954,221.35133,238.76544,445.53464,326.96707,256.51694,314.69199,524.27643,204.3725,198.2056,260.61121,617.3186,247.41708,242.99644,208.16306,248.40605,309.08447,250.25381,406.83728,361.70981,283.36432,237.98186,223.92851,167.6315,112.33558,138.24628,148.35658,123.09373,147.55086,123.6629,114.59996,134.07562,137.35976,107.03094,97.465393,108.17488,85.624481,102.93881,94.948097,110.94812,98.524788,87.031853,94.320732,75.486809,95.048065,61.248798,69.942123,65.562843,69.840714,63.384422,53.151268,50.467575,48.158279,42.885441,46.947662,43.40551,46.001286,42.50304,38.393806,41.012096,38.573467,41.308235,34.705379,32.936829,31.759386,32.337208,31.428787,30.339893,28.899393,28.085402,24.368525,26.953993,25.374231,26.369396,24.717876,24.251652,25.577248,25.550018
310.3053,403.24484,954.51056,741.50702,183.44119,216.91193,371.0253,327.43289,343.08569,175.9207,269.87433,282.21921,135.03185,424.7435,343.75684,403.95392,307.86502,172.61401,454.36343,443.47656,268.31088,369.99509,376.14224,224.57433,311.9281,231.01086,261.76566,476.68994,324.6058,239.11517,216.75026,121.71854,149.00822,204.46483,110.95312,100.67506,189.68683,106.55769,101.69138,85.917191,124.78135,126.11233,96.688797,100.44694,93.584496,100.06326,98.161919,111.71125,105.00264,80.277405,81.852753,91.481239,97.499924,69.612518,54.860157,59.939243,66.548492,60.754356,54.066357,51.165707,52.18317,45.219757,42.216057,40.188076,39.671127,41.26152,36.603714,40.906727,37.889839,37.451313,35.601177,29.851286,32.418331,32.463116,28.917854,30.298599,28.354776,26.125786,26.45425,23.575119,23.998165,25.667818,23.882402,23.621702,23.495277,25.780104
142.48303,139.12451,806.31659,852.24286,215.19356,291.87369,172.19913,244.14481,335.0787,673.77753,388.93539,323.0679,251.67381,314.23145,725.8266,630.85992,199.97995,267.93732,273.64206,457.33398,134.69337,454.22116,398.40228,188.39409,323.1156,283.6069,648.1391,333.564,215.41763,215.7856,260.65421,103.29743,166.13306,258.54974,146.28096,122.32576,162.0585,95.595695,105.55425,93.898888,135.84334,144.48808,123.51646,110.21122,90.54184,95.478287,93.129303,96.974197,79.791916,89.083206,83.264534,77.594612,83.720764,71.268974,68.302734,62.764568,66.189301,66.143532,56.086575,60.303524,59.478237,45.32584,46.269974,41.724232,47.426689,44.752243,41.761318,44.188744,39.377304,36.244034,31.474277,30.449881,31.70817,32.337414,31.031174,28.280439,29.161041,26.623882,26.920599,23.102789,24.613386,24.214527,22.36698,24.546598,23.255259,21.897242
264.90167,237.35847,724.83704,654.34778,308.27985,250.60889,200.46559,262.33701,524.30487,254.99702,196.67218,392.82639,467.79794,276.75269,939.74023,1556.4896,439.86362,253.37735,296.67786,371.77283,362.46198,334.7739,189.39911,376.13934,351.09851,261.31595,535.38971,232.14536,266.58578,200.37033,207.59186,160.07774,169.1107,157.79901,116.02026,124.44255,95.050087,125.38474,126.93467,91.356697,94.965813,102.25887,106.82953,99.841721,85.894951,77.341553,76.648415,83.351219,111.56458,81.181236,76.816307,68.673141,85.974304,63.754337,70.991829,55.652039,66.487213,67.13176,57.939735,57.441818,60.535927,51.530651,48.082546,43.969238,48.282364,43.704109,37.629723,36.738792,39.6716,34.494179,34.322372,37.3755,33.4151,33.986176,29.504646,32.371761,32.440189,27.86376,25.886282,24.929674,22.905804,24.057251,21.480373,23.969437,21.985584,22.680883
256.30591,414.89075,809.74707,925.23157,519.78027,303.87323,123.87975,146.05228,215.12471,367.6882,436.3428,232.88905,249.9212,245.28619,876.78296,1346.2294,386.1777,342.20013,384.0206,440.09415,349.42947,315.26163,362.98459,547.4549,218.77052,243.96153,411.3277,286.14243,283.72754,149.05971,229.82964,118.22395,161.18169,218.82396,112.16514,147.05321,141.83232,107.42313,93.966438,94.095047,107.8427,115.50564,120.46351,110.73425,85.235153,79.9104,71.710091,96.756821,86.904999,82.989456,75.337082,65.531425,72.879456,64.317268,52.904617,67.386551,62.915901,66.609383,56.187557,50.108521,53.982262,49.81435,48.301678,46.542286,42.783489,42.372993,49.779396,47.387287,36.502735,39.8549,39.708138,34.828972,34.094913,34.363338,35.134338,34.939842,31.014723,29.461027,26.00485,26.400442,26.306534,25.721319,24.505836,25.169643,23.859205,24.241375
125.04874,193.3421,699.98224,581.84711,139.11713,302.55432,307.6033,256.89139,131.00819,248.16451,335.91971,261.89606,451.24744,318.70337,857.57117,1219.2343,247.86821,255.54152,362.87689,428.48184,279.93918,378.58817,266.52179,526.85999,258.01697,229.16377,368.94577,336.60629,276.43246,202.12151,235.78998,92.772842,143.37599,213.57278,110.61116,120.27558,126.06146,94.162498,124.91094,85.997635,103.7616,159.0992,92.136589,97.13533,121.2163,70.431709,61.532993,109.7087,73.570007,90.091499,89.0914,80.900314,80.734978,67.764198,70.081566,75.387848,61.02153,68.313286,54.986614,54.721424,58.33316,45.729195,45.775604,47.95068,44.235413,38.963581,41.974094,36.346519,35.593319,30.162628,31.862495,34.946732,32.637997,33.53318,30.376192,30.116692,26.239668,26.582809,26.281151,27.955242,23.100239,25.101658,22.104633,23.891577,24.121914,22.138067
181.9492,165.19002,684.29846,261.42542,399.32452,372.25586,164.52806,222.01343,249.26566,288.48584,226.13814,289.27142,138.59294,290.79105,454.40048,368.04858,360.2522,168.44981,284.1525,565.28815,207.07373,278.98141,283.06598,808.1853,241.88289,77.090485,387.62735,244.69066,184.73679,141.71442,215.36238,151.97012,139.54668,206.08064,113.02892,89.409599,143.76485,99.722771,114.22747,125.88471,115.20539,143.41508,120.10439,117.91797,83.998543,86.374496,80.747269,112.53623,77.540833,80.657097,88.28611,55.234848,73.451324,68.028641,60.136997,75.776855,60.559925,68.667099,47.868561,53.623959,53.580063,43.718468,47.779625,40.748619,39.512497,42.188049,34.915886,35.359375,32.279648,33.799843,30.780647,32.077961,27.573803,28.567703,26.596527,25.277334,24.041859,23.753208,23.781595,22.291672,22.142378,21.245914,21.821255,21.408169,21.230076,21.468494
159.66656,266.67365,930.56879,405.28296,345.81015,341.10242,136.16434,235.0349,99.021164,179.95473,170.09978,370.0715,267.78864,379.86664,515.53656,592.83087,431.55939,150.61781,365.83057,391.47183,413.06683,423.56027,340.26852,562.91968,419.64249,146.53493,337.65405,220.9006,262.88364,155.83884,236.25586,140.35127,142.42596,189.26828,101.77626,129.21335,157.16579,117.17458,103.75716,112.91774,145.57896,125.07455,110.51706,118.66882,109.61709,71.524765,90.630142,113.59887,91.904228,110.61255,75.072739,79.673073,68.980606,75.841705,62.735638,64.823921,71.110611,67.529861,64.761009,53.055737,57.362663,43.644707,37.905582,46.872787,44.8246,39.031174,38.755543,36.381908,33.75647,32.896648,32.114067,30.577341,32.619297,29.484047,28.112394,29.185055,25.213902,24.764935,24.305094,25.058842,22.690634,21.994026,23.921555,22.651266,20.804827,19.928175
205.10957,253.24571,710.58069,481.13208,470.60895,180.62984,193.89534,236.27986,250.79228,275.57571,311.26004,347.89301,161.84242,273.57541,575.39093,722.74451,353.89746,191.07726,375.77927,413.95547,390.94147,368.75684,130.35756,607.83472,462.52216,189.27693,361.41583,293.36725,195.00246,174.24707,196.29971,176.28445,160.28006,177.62395,124.03991,133.4641,114.47446,96.970787,131.93547,122.64273,125.3313,143.40697,91.567184,121.72798,86.109467,87.242859,70.893349,101.12215,77.191208,71.886002,84.387344,78.600571,87.438164,68.558929,69.047218,67.762474,56.807369,73.237473,51.37822,57.012352,63.370869,48.039059,42.928631,45.39838,39.760796,36.951023,34.889679,32.810471,32.808121,35.597122,30.851583,31.368095,27.298634,28.991503,26.210196,27.551861,27.164579,28.200825,25.870171,26.033304,24.1318,22.833725,23.861959,22.888227,23.869701,22.862597
190.35614,293.13174,809.60553,329.76746,383.78448,206.53151,286.11285,293.71762,247.22038,283.12717,385.29672,481.479,306.76913,317.711,656.10205,300.73569,403.12766,347.59439,310.80984,428.42438,282.18137,345.23849,239.09038,434.828,395.8432,442.45898,375.55838,219.4973,265.12756,225.2748,222.68266,82.273491,125.57339,181.48419,137.86102,138.38414,115.52369,130.67513,106.83353,116.4186,142.25505,126.90762,96.654663,111.48018,103.53956,105.76025,74.768257,85.566643,89.565857,93.694107,76.502846,76.182899,61.58989,71.982445,70.52227,61.109581,68.485863,64.213943,57.583614,55.541275,57.516357,43.822414,45.575386,42.755241,41.424171,34.138332,38.122707,35.402153,36.278728,32.878605,30.006453,30.901077,27.39867,30.368483,28.359247,27.40564,27.694775,26.523386,24.019836,26.905176,23.698481,24.157982,22.717396,25.325199,22.39024,22.847723
273.88916,382.18326,749.86005,306.78775,445.11044,537.01544,449.56033,288.39987,155.97488,259.50931,390.17691,304.16202,308.08221,411.22089,625.0899,210.28319,221.73917,402.80618,355.39084,415.98914,299.68808,301.71353,233.05872,353.53516,271.64105,234.10007,483.23389,288.70444,232.78185,171.09477,235.27316,188.65625,127.52388,161.95935,140.66399,107.92278,128.37842,123.79982,102.66079,127.51263,113.0846,125.41277,125.41891,88.452644,92.653404,83.149643,83.759216,100.14091,75.312904,90.173767,84.821503,60.431427,75.847412,75.692299,71.802467,57.063007,62.885036,53.202965,59.427868,50.665577,49.656311,43.905914,47.583294,43.971954,39.893456,43.302059,34.585094,33.816071,34.650879,33.935936,32.844791,30.170771,28.735725,32.057777,29.817368,27.188051,27.344398,25.2393,25.425301,25.335903,26.207632,25.58169,24.2633,23.539711,22.400757,25.164398
278.89984,162.80756,755.97382,334.78201,337.8176,230.07924,334.38477,197.8627,369.10455,147.13582,257.33722,362.99167,380.06119,356.96545,733.9231,373.59464,210.82918,166.08876,413.92462,522.30731,329.18826,265.05789,167.02242,376.69455,392.01828,292.53162,380.05405,206.05083,280.98813,195.38058,231.64357,121.43427,120.87972,158.35728,129.7016,124.6556,116.87186,117.85306,122.32416,113.75311,127.53542,120.368,99.41684,105.91949,90.422363,83.143318,99.032486,96.820892,85.069893,85.019012,117.46955,100.62199,82.266853,77.553734,74.66655,66.99453,65.162201,58.110077,55.524685,43.261562,50.42173,46.245037,43.957932,47.899254,41.678673,41.55484,40.397614,34.110321,35.681904,32.486576,37.014542,31.110023,30.254107,28.720098,30.920971,29.181282,26.355883,26.991184,26.031561,25.471085,25.01366,25.041859,23.431866,25.048029,23.239531,23.857962
292.45514,312.46387,814.74689,542.54681,291.76898,257.72009,244.1721,200.47284,246.99522,135.33784,192.9776,255.15205,229.43214,311.7193,364.06921,201.9052,264.55557,249.79965,381.67322,715.89575,369.67493,271.03409,184.53612,323.30145,401.33588,273.72574,327.42105,220.85187,385.97244,213.62038,212.68874,88.83606,158.21799,219.34604,127.19076,110.23878,125.52605,90.719643,145.40285,134.53505,117.67651,133.56172,111.67275,100.72179,108.35319,87.831642,86.588608,114.93854,85.348717,84.783653,92.344437,78.708832,92.593712,71.231911,70.074326,68.160599,66.249252,64.554565,61.684654,46.56929,48.278702,43.614758,47.839752,40.938248,42.923985,42.329975,32.984058,35.593018,32.077965,30.472195,29.995491,29.694653,30.320021,25.720951,26.821144,30.434687,25.846754,27.661861,24.092798,27.184238,23.782949,24.629965,24.678549,23.748194,24.747461,22.610012
