A0,A#0,B0,C0,C#0,D0,D#0,E0,F0,F#0,G0,G#0,A1,A#1,B1,C1,C#1,D1,D#1,E1,F1,F#1,G1,G#1,A2,A#2,B2,C2,C#2,D2,D#2,E2,F2,F#2,G2,G#2,A3,A#3,B3,C3,C#3,D3,D#3,E3,F3,F#3,G3,G#3,A4,A#4,B4,C4,C#4,D4,D#4,E4,F4,F#4,G4,G#4,A5,A#5,B5,C5,C#5,D5,D#5,E5,F5,F#5,G5,G#5,A6,A#6,B6,C6,C#6,D6,D#6,E6,F6,F#6,G6,G#6,A7,A#7
167.79527,160.55667,694.92194,254.02142,285.78552,320.2821,149.92334,249.38116,341.95212,363.75064,184.26837,285.12479,303.11304,289.13217,474.43985,244.36595,239.9563,300.7796,412.74435,392.56381,738.66779,638.0271,316.12897,290.76129,349.32462,351.83667,341.7142,243.01169,203.83003,294.65405,254.26228,135.55893,219.7381,320.91049,117.70939,105.05618,131.30617,99.618011,95.353188,138.74681,187.4481,143.89063,111.64583,139.70221,121.72094,93.319313,94.022339,122.47736,115.96641,104.1882,122.90957,118.3036,215.83517,80.433441,66.20961,74.713661,58.400303,73.992638,61.612511,62.567379,62.15308,60.611351,47.986,50.043945,48.443424,45.998428,46.059898,44.837925,40.313408,39.352882,37.12035,33.318283,28.921606,31.359688,28.568449,27.752045,28.112299,25.985546,25.02286,25.578445,24.359858,23.87051,22.863804,23.695618,21.749147,22.965843
172.46249,158.93982,601.5686,275.89301,240.64873,320.94733,425.46036,294.05563,308.37579,501.45786,443.38901,250.22189,342.26022,461.40891,532.39752,285.34799,245.13779,213.73859,346.38239,266.07309,637.0036,547.40381,317.39093,237.91003,279.83575,203.86494,371.41376,130.86975,182.36513,294.14526,216.63177,144.75471,148.93094,319.68646,91.611992,132.89418,131.06557,124.46147,111.40086,125.04463,181.13065,102.86018,97.460297,119.35202,103.56331,103.22095,110.14275,114.48949,123.23837,130.46822,100.2051,107.54651,192.58641,107.3311,97.977585,75.038849,82.965889,61.917622,67.015923,59.459702,53.856674,60.509735,50.12207,49.757729,48.477882,49.332973,43.576702,41.403236,42.455471,40.77092,39.300091,32.767609,32.730358,30.785122,31.903749,30.487535,24.658403,26.488777,25.620874,24.258354,24.518539,25.658066,24.442719,23.411127,21.953163,22.128048
171.74736,220.98042,629.03418,309.86206,147.02161,187.38222,499.60812,112.43805,345.76205,369.20313,463.79163,261.2515,367.11545,231.74005,489.92532,309.89319,194.65427,275.95016,297.98007,304.89725,526.43024,785.33368,245.42558,316.0658,515.09613,269.99887,344.54501,151.07826,128.99693,271.54004,270.6777,100.87903,220.26819,344.70401,155.8378,134.00642,183.05519,106.1685,123.27723,116.83832,151.40092,136.54274,137.20793,109.56527,114.25723,116.59982,82.266808,140.05705,123.16948,98.92955,91.448479,111.87137,135.57463,88.096077,76.096809,79.306732,78.294395,55.608227,58.765263,56.324165,57.570576,58.916069,44.529556,47.64016,45.480198,42.868793,36.66814,35.216846,34.166615,35.325039,28.954512,30.119209,28.852919,27.373911,27.672663,25.061745,27.509165,27.169888,23.261152,24.762299,23.688072,24.460886,22.864138,22.821056,20.447243,23.65024
219.02797,183.88039,598.30505,568.93329,199.21786,205.27142,509.11636,241.7343,275.50949,253.21216,233.52043,196.96571,225.99947,299.16718,464.96185,427.73267,214.77557,304.92255,428.45621,300.56921,495.56232,541.20319,339.82343,288.23874,246.28148,340.67032,479.41296,190.66277,179.54993,274.71176,242.46954,110.53889,216.47751,390.70966,145.46709,99.490738,176.63564,105.86978,128.52139,123.27827,142.13327,138.8429,149.73982,180.71367,153.8438,112.04462,115.06631,131.2317,130.30003,117.89012,121.31031,102.21221,164.74127,103.87858,85.360374,75.710785,86.09343,72.775856,62.51252,69.215187,49.227558,60.409195,57.259014,50.087746,45.93795,43.334167,44.161179,41.055161,37.771469,31.161522,35.377533,31.630787,31.399813,32.366795,32.922016,29.324234,28.669785,25.930105,24.964752,26.324577,23.810623,22.962015,20.665888,22.310173,22.635103,21.427763
245.49722,167.45474,617.93121,284.96252,371.85013,178.91661,231.64958,181.20224,146.28159,231.36183,398.84634,365.51785,146.44727,385.70029,339.44391,185.19437,270.48218,159.40414,386.11508,432.73044,726.00592,566.60571,264.9855,353.66785,324.92938,251.09369,457.97232,177.82545,244.34294,295.02591,225.48822,155.05347,206.31801,366.92801,116.5797,120.97887,170.40327,120.43108,151.27757,122.5402,165.94563,171.35707,133.56583,156.79427,131.96034,104.57745,84.917648,120.96207,106.60593,93.174156,96.621002,93.781952,145.24748,93.769012,74.773094,74.663589,66.856789,64.589058,52.574467,58.320023,56.58522,48.576206,51.372555,46.274002,43.992844,46.222797,36.466309,38.052826,38.266373,34.213947,34.355316,33.155918,29.496284,26.787319,26.140385,26.894943,25.939499,24.364948,23.942978,25.689758,23.807245,23.428574,23.72373,21.754665,22.430561,21.563841
227.42497,234.94334,731.98907,312.06567,303.29916,323.08908,367.50958,403.00314,294.58185,653.62506,197.85316,400.27103,336.51648,246.93639,398.36917,209.61623,258.05444,283.6911,377.17889,401.13409,625.29639,670.18311,245.14908,360.91748,294.84567,331.63968,479.53513,178.6286,228.82417,226.24182,283.20844,132.85902,181.13554,376.45935,158.04088,92.377968,133.74614,143.87502,121.35997,104.05684,153.96516,142.02423,137.74315,149.24426,96.273308,118.89117,96.140724,131.49234,108.36504,104.23547,79.576309,86.925041,119.26124,105.10847,65.826439,74.392471,68.464783,67.286255,58.158943,62.068745,54.182541,51.249435,52.018333,46.591141,42.678696,39.391922,36.072533,37.911484,33.09544,35.375244,30.382126,31.257288,29.616852,31.209724,23.704155,26.481382,25.673214,27.879843,23.385633,23.202877,23.02858,24.249655,24.650604,22.950348,23.392836,22.429821
253.24207,162.36282,556.50519,286.81921,295.49838,308.96396,328.52371,237.16121,452.73868,431.89108,335.05594,530.46112,334.18359,333.71765,363.21274,242.26718,221.17154,400.4137,431.776,475.60208,593.83551,474.21991,224.77129,163.66489,367.44031,451.6488,471.57639,142.47403,246.15805,262.32281,283.25775,128.70901,268.27731,349.19806,167.91541,97.985909,165.91063,124.2953,139.32727,128.55823,128.7809,122.20099,141.60068,144.70691,118.59767,88.431419,99.777,112.591,111.83145,124.84999,97.521187,101.00211,85.065765,101.66417,81.70089,75.870468,79.569969,59.38398,68.790916,57.006283,56.551155,47.931534,51.643661,54.637703,42.829063,42.694897,33.467545,38.380936,34.856136,34.918938,33.011322,31.05517,28.027725,29.300543,25.841267,28.061756,25.370663,26.125355,23.934517,23.763273,22.794744,23.969336,21.00918,23.545549,23.563387,22.138721
152.16621,131.70061,683.14014,339.18103,188.44516,168.26004,232.78795,343.09827,401.91956,566.1604,173.29352,425.43329,262.7684,260.31961,532.85156,405.74716,385.50931,309.99707,499.89078,360.56052,518.95044,489.21579,180.46089,192.14455,209.59561,298.3674,475.41495,172.14734,251.77103,244.147,193.35782,163.61739,258.88004,388.19843,142.79128,115.62548,144.80406,115.84789,115.7268,107.94027,116.01231,167.46339,173.1011,181.72557,127.07948,99.311356,114.97392,120.2977,131.44139,129.10777,84.182205,103.95033,104.3561,91.963951,66.19313,71.423561,70.365852,55.772396,56.475525,49.202579,56.764858,52.158966,50.026951,43.49926,37.29063,41.77235,37.634132,36.232746,35.389263,33.388035,32.904488,32.621918,28.553522,27.117676,29.119438,28.613905,27.737331,24.779247,26.677221,25.2045,22.67403,23.226084,22.546659,22.432951,22.868675,21.887972
48.205341,254.15584,752.41321,389.03854,293.95102,214.25978,324.6741,307.24884,492.76468,514.73877,355.98837,204.36287,250.02286,278.3721,628.66162,300.44424,418.33957,329.95099,352.74283,363.30515,539.67725,476.09442,320.35684,326.76691,392.05872,353.15662,361.45081,173.92786,212.65674,224.07927,250.87207,170.97954,165.98483,300.09781,137.10519,126.56825,123.04304,122.80437,140.84117,91.078926,115.63855,147.21182,129.50671,130.97366,93.067215,106.09654,100.34657,128.48985,112.38689,127.9109,85.947159,90.616112,113.60546,85.483536,81.670242,69.587997,64.335983,54.484898,54.721104,51.258877,48.742401,46.208023,49.543869,41.680485,40.051201,37.350227,33.927319,34.949436,35.037422,32.01585,31.504604,28.423061,28.024101,27.003651,26.966007,23.423918,24.156527,25.314775,23.347004,24.236832,21.901825,22.418087,21.014091,22.381723,19.979309,22.746502
147.44247,244.89502,761.21576,356.10159,318.91257,140.84583,292.45496,208.93408,434.716,389.95282,179.77432,351.7554,251.80513,474.10214,505.90857,322.90726,250.74962,299.49106,449.73645,546.46698,603.23871,467.70416,186.38435,207.46452,239.56181,414.60947,424.87717,181.24077,179.19167,203.7778,218.76443,173.09105,187.01154,416.20093,150.71451,110.76192,168.78482,86.328094,134.86122,122.25756,160.82358,153.97206,135.72765,147.82391,131.76924,116.41832,109.22556,153.20233,138.86325,123.51353,86.93232,111.4864,100.53668,91.929558,68.873337,77.071594,63.536621,72.40889,60.268234,60.653641,54.773136,49.146103,45.787964,51.660938,41.782921,42.26902,35.490654,35.999928,30.985233,35.595314,33.169281,29.423981,29.676882,31.207308,25.704458,29.194403,28.186951,26.457825,25.211664,26.573195,24.077,23.803129,21.999462,21.899864,22.451534,22.501659
301.70755,241.78162,740.06543,249.26151,208.55379,521.86584,447.35178,343.08301,334.43771,532.6062,202.4762,294.12653,512.96826,315.80917,501.48697,331.23593,308.83679,307.47522,262.71384,349.85117,585.13641,477.15042,253.036,316.12109,342.48639,363.21841,369.70493,187.4921,168.89468,204.83701,250.48335,117.22496,215.70032,412.73059,113.06768,122.5362,134.99828,125.41494,118.81908,119.86772,167.03806,182.20392,134.31255,168.98817,123.99315,121.51286,114.78761,134.96378,130.55931,144.58095,104.12591,79.947258,121.25859,78.930962,67.863541,80.68441,64.440948,72.832573,59.696915,60.110611,56.765179,50.162594,50.731087,46.076908,48.558331,41.772755,42.723507,40.711906,37.030293,36.015358,32.045681,34.141262,33.54385,29.459455,27.908039,29.270214,28.435965,26.11454,26.056292,24.302355,24.863932,23.263664,22.758381,22.216801,21.105453,22.931252
207.64435,137.0524,713.96533,249.3604,126.31625,443.53061,485.25632,244.49986,434.88785,494.85672,403.35709,280.87628,323.56683,402.89978,384.97256,339.45187,338.55426,206.55267,338.53253,547.47321,351.84726,409.28363,198.62123,142.1254,332.11417,407.04248,371.48767,178.93217,242.99803,215.49089,272.32001,126.34551,180.45175,389.41486,97.370293,108.53095,163.99434,113.35072,130.96324,157.95659,144.85637,146.26775,92.305611,175.09636,120.90327,93.145569,115.83206,134.71605,123.60552,129.97955,115.23315,103.14854,118.41233,92.713203,83.844955,69.964821,74.949623,64.917969,54.814899,52.356953,53.361027,62.676178,48.125004,54.310295,46.831974,39.26297,40.631104,36.768978,37.191032,30.645395,32.916439,29.536997,29.440306,29.124199,26.336145,27.238388,28.117025,23.804007,23.591139,25.520494,24.678802,25.226471,22.957598,22.818615,22.923832,22.850071
162.09642,225.47647,542.27985,151.25731,106.07027,286.8844,609.80823,139.03976,374.03888,187.52682,232.14502,197.18665,251.09871,251.67702,435.38455,264.01541,318.68939,255.37801,316.7175,304.60336,512.37958,499.88861,213.00989,187.77405,281.49203,540.8728,328.99722,153.41969,200.10382,221.55261,305.13409,148.53009,244.99992,403.83521,161.15321,125.24492,164.49022,105.44932,144.08005,138.79404,160.605,168.81302,137.80623,236.43753,135.24347,126.14342,107.85508,131.08321,122.09594,148.4292,99.665497,107.2503,127.80607,82.189308,84.062439,73.442162,80.779968,70.306541,63.486214,60.195904,54.257862,60.54425,45.40126,49.078941,46.371777,43.390701,41.867962,41.05687,39.154465,34.377129,35.690971,31.470665,29.062517,31.159245,28.695953,27.529379,27.014874,26.759272,24.852991,22.908592,25.465021,23.665121,24.136829,22.944695,25.337353,23.373875
133.60808,223.26758,538.2738,323.22266,329.1228,283.95871,464.19983,236.21887,301.71042,304.88474,220.68166,295.53793,379.35333,344.31985,363.16739,275.50668,318.42496,385.4523,271.9614,396.3533,421.96201,450.21344,263.47394,194.10114,347.47345,449.83255,293.85669,150.40451,162.93831,214.78299,240.30092,160.40094,129.52486,342.9809,114.16085,109.73848,163.97571,106.027,117.84899,141.4494,141.13852,184.03841,174.01805,227.69644,164.85252,83.912048,96.136574,128.59486,108.90464,120.5602,97.111633,111.33307,123.31669,89.897545,78.770035,77.282814,69.464111,65.164162,66.350067,58.257912,63.412807,53.924515,61.50589,49.456837,47.662479,42.601978,44.493454,39.933281,39.939445,32.892155,32.739449,33.053581,30.551138,30.242741,28.703011,27.839813,29.069408,26.610893,25.433815,26.241657,23.940987,23.119343,22.457453,23.773043,21.545485,23.330549
182.85013,207.56215,548.11481,257.12555,253.98999,214.58432,211.29724,243.901,396.91904,268.46631,321.59143,175.54233,269.74387,267.80072,393.25836,341.39008,209.10356,183.0302,396.34634,381.62326,589.43176,675.17139,258.74286,178.01068,292.21317,334.95639,425.22122,172.64363,197.61488,275.98859,270.48215,116.21692,181.25392,340.9534,81.854904,150.36636,139.63759,114.36093,116.45855,121.01134,158.58757,164.59598,144.16135,254.55292,168.78679,117.28336,82.555992,125.10701,119.08044,130.25359,102.8811,113.08557,105.09977,76.38131,75.463013,72.998985,72.82653,63.204803,61.822529,62.058819,60.750263,50.675926,49.413952,50.788792,46.758297,45.65451,43.035236,37.152115,38.338253,40.500706,34.884773,34.021309,29.547916,29.490147,28.041241,28.35914,25.615442,26.158142,25.006477,26.461765,24.201836,24.47909,23.96147,22.251881,22.569351,23.443436
197.45604,289.45233,696.9137,268.13898,202.00264,142.60063,135.87469,248.42162,361.36682,216.73647,264.89197,181.85587,156.99013,236.50417,451.53479,269.83093,261.78796,266.7554,347.33945,512.29895,574.10602,424.21414,213.64487,320.3205,299.53702,452.15656,263.36786,180.12437,123.94097,227.93794,202.8119,125.79465,176.70157,367.32178,128.46944,98.421822,145.89828,105.04919,119.83566,113.17833,123.34532,122.53304,160.77029,283.85275,134.64362,105.51465,78.260277,103.32834,98.106705,118.56441,102.31491,108.45193,117.45277,97.074448,79.138649,78.423897,80.115013,67.871887,63.846043,57.097439,46.859142,52.863815,49.793343,54.624851,49.834686,40.78487,41.210297,40.136353,38.484173,37.482708,32.655548,30.62829,31.501217,28.464434,27.673887,26.776329,27.14966,26.241371,24.029066,25.391809,26.265648,22.626881,23.497568,21.938326,23.77492,22.036629
207.4138,309.05176,724.65735,273.33292,80.765747,240.08749,385.67041,241.15077,234.91272,254.1657,218.93483,328.42172,385.81616,322.13394,534.88983,304.45993,225.27396,370.63373,413.452,439.6586,675.07611,632.28009,253.40416,194.2104,229.717,687.49695,292.45679,214.58896,140.97417,277.70148,258.16553,82.140579,178.96976,328.85928,131.67862,113.93752,187.94232,121.84579,120.23619,135.35153,149.07362,118.53182,124.16624,286.33939,153.30663,118.74374,101.55254,122.12994,102.65495,102.5345,92.842766,94.496811,105.93762,76.789902,70.839806,89.920128,70.298531,69.207794,59.575268,59.283546,63.821365,58.311668,50.454758,46.336033,38.573597,49.088375,42.192684,41.514629,35.609123,37.569492,33.422283,31.768438,33.529339,28.767309,28.068106,28.833281,26.096849,27.055214,27.339493,24.327522,22.604294,23.189705,23.089952,22.527473,21.970278,22.439295
66.59761,269.26688,810.03394,286.16925,189.82603,132.37943,359.87546,186.57172,224.37292,244.47809,342.3334,384.75839,330.55191,260.54529,425.17929,201.87306,266.90207,286.05029,336.4032,364.27954,544.25415,637.40503,247.91676,337.21637,290.36072,325.20297,421.58548,214.15712,281.06171,242.28214,275.57675,87.457558,134.89235,289.56833,101.14956,120.22507,163.48848,120.68657,141.91344,124.67581,138.12071,98.054276,128.4001,267.27728,157.85347,100.06016,88.549225,110.77525,112.85479,104.98063,114.19201,82.743988,109.31275,80.069565,81.958885,64.140457,65.583565,65.39724,68.152611,57.363186,56.793991,56.270576,51.351398,48.396515,47.147865,41.157047,39.210014,39.532715,32.799038,34.593674,35.167732,32.126503,28.995197,28.384747,28.692053,29.984619,28.332306,28.07691,24.686802,26.111374,23.317493,23.541042,22.947863,22.778429,22.624842,21.710257
136.86902,154.45226,594.48505,224.47826,205.72702,254.121,549.01495,363.26865,203.81261,334.67831,290.61044,164.2793,245.28416,289.91077,617.23401,236.98,262.65375,297.95123,424.83017,314.55634,618.16547,444.49619,335.67191,218.35387,304.37363,256.0618,469.4809,202.00195,163.62476,316.92664,305.1973,109.66766,162.97639,302.44733,134.78102,122.8708,194.04767,107.41116,145.36038,116.98845,117.0513,120.84805,156.67725,306.77448,144.49495,116.33839,102.82574,108.22589,90.897697,112.36543,88.250023,81.182068,122.62198,79.089874,75.322304,66.937408,75.623291,69.537758,57.207756,70.316231,57.021469,52.291824,49.53981,43.927395,45.615772,44.954464,42.601509,40.162487,37.70768,36.438416,32.04105,31.466362,29.586359,32.469395,27.605877,27.694019,25.231966,28.120564,24.916883,25.527786,24.634552,24.102362,23.311619,23.3971,22.560926,21.877316
161.34937,219.11456,720.39996,89.094963,130.05357,217.94539,425.17343,215.15736,290.57159,336.91006,263.80746,125.72313,188.18649,244.19524,301.47665,228.92348,281.2684,286.21588,388.89911,585.97565,524.71582,585.0116,344.25485,231.76617,276.19617,296.28458,635.01685,201.68944,136.08917,224.09044,235.8098,125.31847,156.30966,305.45032,170.30238,128.86986,173.40269,127.47845,111.3778,122.32195,135.30014,160.29707,169.18053,246.49352,136.77257,107.06647,97.170273,106.01218,107.55852,93.56929,102.94532,107.83965,116.29468,83.74559,72.431656,83.208084,69.862144,70.257538,60.042015,59.933769,53.687969,59.969978,52.375397,48.038635,49.853176,40.354855,41.331413,35.863518,35.374317,37.483231,33.815189,31.500452,28.406849,28.84762,28.763159,27.785631,27.854805,24.905876,24.238405,25.630936,25.00429,23.138044,23.82513,21.152906,23.916639,22.990471
344.47769,278.74347,726.7251,311.91141,268.11957,285.58017,537.62231,309.20822,296.3989,353.39337,173.0882,182.41455,255.85406,404.75366,451.16492,361.18491,279.41931,413.50772,415.37692,219.32098,579.69867,550.9137,213.80363,270.12918,293.45847,229.41531,517.48993,270.91165,171.27951,315.53677,261.83289,80.274979,200.55411,301.10492,140.30424,114.26631,129.90944,110.38419,151.39417,144.49928,121.42984,177.99561,196.0127,225.43161,98.346992,101.41799,121.41184,109.83691,99.631393,99.94384,104.40576,98.453072,130.58553,106.4798,74.932053,78.798088,72.281471,71.284332,67.577461,60.746925,61.295536,52.168556,51.18544,51.141415,47.244534,47.839436,40.790443,40.245953,37.241806,33.854099,33.108513,31.761938,29.043423,30.654285,27.771164,29.207211,26.694569,28.665232,26.175905,26.473009,23.290091,26.17104,25.166655,23.394636,23.562635,25.372614
166.7142,277.91965,752.47485,280.51288,133.1946,236.25569,262.3501,208.38417,222.33054,328.96344,442.36792,366.42624,238.61143,284.1445,456.164,266.91647,292.56253,298.83957,387.06064,662.33014,634.70447,649.53088,337.32306,238.6104,353.55859,255.04799,348.29535,186.83536,206.05185,230.61884,247.17757,153.79568,148.61636,295.74448,125.70588,104.51032,129.76938,120.46827,141.52379,112.40302,140.12491,124.5647,120.68318,219.05815,97.776405,109.39169,89.544044,95.639938,99.261742,104.15591,85.300903,93.021957,122.97968,100.96423,76.390167,78.821564,75.042419,70.235779,65.669724,60.741764,54.015381,56.030823,46.673756,48.723206,39.582943,44.695179,39.043839,35.867081,38.608036,37.212521,32.002163,31.212816,27.925026,27.636795,25.850258,30.711145,27.673193,25.389013,25.66328,23.739754,23.810061,24.567762,22.205442,23.758635,23.416672,22.498156
196.39699,139.52242,700.80267,308.14261,235.49164,372.45096,262.88916,338.25131,273.56281,221.1662,261.97046,286.37994,270.07364,286.4989,443.98184,183.20634,314.58377,287.54279,277.4386,549.09644,636.63971,814.65912,177.26826,259.99548,434.99081,317.38995,449.64703,169.41963,188.29706,271.49368,256.25766,165.5193,178.6008,244.31538,114.74126,95.422318,120.10098,106.37093,116.94512,142.38539,137.56839,119.97514,119.59946,231.98764,136.65826,109.16666,93.113953,113.9968,91.159958,99.686325,99.281189,82.200188,124.51099,94.700935,76.247543,81.803421,72.318047,65.384377,54.257404,57.19809,49.547081,53.978279,49.804482,44.762829,40.65535,45.490364,39.686989,36.22887,37.696007,34.781361,33.31847,29.493464,29.13353,28.008543,27.392563,26.48358,26.362522,27.364716,25.399633,24.832275,24.664282,22.653757,23.462326,22.493862,22.070549,21.360247
86.105446,339.28149,742.01617,288.67252,173.62958,204.87773,236.23326,287.2825,225.92664,221.12512,344.97815,303.65018,375.49384,395.66849,467.9624,269.9343,288.4278,320.84183,303.45517,710.13422,767.63629,891.11676,297.44434,205.6528,444.04852,344.40848,444.82938,221.96898,142.52121,195.67006,256.61649,150.8259,185.83591,241.38081,136.92577,95.44191,177.43285,109.75188,119.12979,115.27425,148.60757,128.92978,112.88238,213.29901,117.70254,91.97084,94.037384,92.08519,110.61453,100.48724,79.797447,87.958557,103.82057,95.900345,80.618797,75.974228,70.486618,66.635994,58.996235,60.613819,50.365757,49.638996,48.462158,48.230286,40.604046,35.591667,37.626457,37.419163,36.033745,37.270897,32.055401,27.291479,28.646532,29.503788,26.18985,25.490982,24.885666,24.958323,24.959517,25.66885,24.47533,23.919405,22.260647,24.583933,22.793966,22.085379
158.76585,219.52124,704.61328,187.90459,213.90242,294.75684,347.75525,259.18927,388.81412,208.83246,337.37128,431.29691,353.19763,413.01089,387.46945,251.37054,266.9397,250.30501,407.70505,527.68103,615.16943,757.42493,324.65805,313.01846,359.04538,402.50299,375.12689,233.48705,211.73389,303.72403,185.5195,142.31003,123.14964,225.0477,125.10826,87.163849,144.47876,110.22342,117.3719,110.58379,133.36571,129.28751,124.49091,235.57527,146.4308,108.28035,97.376762,100.31876,100.25008,95.663773,91.319084,86.865219,132.0656,85.681313,81.593925,67.6558,65.772842,63.528828,62.462074,59.747406,51.363106,53.067245,52.153313,52.626278,44.584251,48.021156,38.501705,36.578758,34.37653,37.217373,35.463039,30.120852,31.103251,28.158087,26.469707,24.300865,26.219498,25.369072,24.934147,22.36578,22.996645,23.566339,22.034626,21.897688,22.658932,21.9104
127.82876,222.48383,744.29205,192.62967,183.06915,152.92241,444.46475,312.97314,485.83093,387.39169,345.87436,314.7233,337.0206,230.25198,434.03879,332.26215,248.7953,278.87704,613.28174,578.83575,951.53076,792.40063,345.27423,369.69302,376.48315,299.51559,377.98068,171.77074,145.83789,190.64821,242.23978,108.31178,159.41905,226.48698,105.99994,102.45053,161.05379,84.8974,119.27608,124.0379,140.16974,120.98775,146.8221,245.52898,151.70953,98.8396,90.624435,93.283943,105.47374,106.56692,89.169441,88.970467,122.22551,98.274696,77.498642,73.685165,74.604576,63.657375,64.438164,63.412182,59.71817,55.484356,43.494171,49.006516,43.465584,39.218449,44.781578,33.716824,35.88092,33.818928,32.463768,30.368881,32.66235,27.673161,28.903454,25.438276,27.381969,27.16526,25.321329,24.842424,22.807611,21.983736,22.431646,22.609787,21.385031,20.741274
159.44202,146.9201,603.57831,295.7612,205.94109,209.33867,344.388,290.84964,265.24261,177.72897,299.51791,284.00717,204.38147,383.55035,731.50012,380.36237,235.94545,240.06395,295.9473,489.30618,885.67664,743.65625,356.97803,381.9541,326.3833,315.15561,373.64969,239.47371,189.06081,257.15836,242.17578,137.6743,142.74745,254.84122,89.581451,104.32983,153.59315,105.01662,118.70507,130.63263,121.32135,115.00294,126.05794,234.15211,105.00204,88.468437,84.270882,104.60109,100.72646,100.6497,82.18911,90.087379,138.73953,84.839043,89.118805,78.779366,68.227501,62.887043,72.128586,57.072933,51.762138,57.687977,54.575829,43.035172,45.894722,45.245178,43.396034,37.039074,35.134613,33.119865,34.111469,28.944294,30.542242,27.615965,27.829762,28.728037,28.1681,26.333754,25.853113,24.68828,24.976467,24.897865,24.734369,22.626675,24.425592,22.942841
193.77592,105.88747,728.66064,314.0809,105.50975,218.91492,272.28464,167.15439,397.70282,261.67996,247.71062,376.5903,282.26324,255.53273,312.77551,172.2287,306.25772,327.19321,330.26007,459.26926,645.46979,679.66846,230.1964,239.11148,421.17532,323.66516,459.72592,465.59451,223.27267,198.60841,281.51141,105.76466,181.54485,240.25885,125.97635,126.08776,167.44638,112.99916,133.33559,138.85274,129.76566,108.08982,136.51529,170.70102,116.22505,103.27699,91.279114,96.548111,110.2773,113.23146,75.643204,79.311752,111.88658,90.050224,79.433136,67.61232,73.23362,58.933197,61.134655,57.386951,50.81456,56.341366,49.912483,49.780613,46.29948,42.638214,40.942944,39.800751,32.277565,37.172466,34.338882,31.264631,28.854599,28.897699,28.803356,27.668533,27.063719,22.81432,24.355726,26.276382,23.827112,22.706768,22.228611,22.027182,21.189573,22.244457
273.6933,93.393127,675.51697,253.43396,179.55678,168.40781,338.76999,302.09454,334.22937,319.92252,309.73038,327.87427,286.50879,379.38309,497.3476,192.84781,263.84622,301.37366,377.98294,406.34952,828.77759,672.21033,227.54758,293.50067,256.82047,257.53012,478.23029,280.10059,161.82773,279.98572,296.69861,131.14682,166.93027,289.72287,156.6826,115.15881,157.45673,105.82945,105.60217,107.58717,127.50214,138.37582,154.57635,146.17303,131.98956,82.988686,83.714363,126.28677,87.557487,89.18824,82.330017,85.996201,115.30858,87.772919,85.771255,74.196976,67.215324,60.36982,67.389282,56.566826,52.685986,49.295395,48.690781,46.603455,48.586357,40.00676,40.936974,38.459633,37.287991,34.041546,33.469814,28.873545,30.750132,30.968561,31.513075,27.650658,25.416162,25.305635,25.608366,23.264305,25.239485,25.6131,24.664928,23.88203,22.620607,22.504675
266.16641,90.935188,542.88428,281.23645,229.73215,328.90701,322.05441,144.72333,234.24678,258.51987,284.50415,371.98447,273.97266,412.85287,524.50824,251.60004,319.79962,230.0601,360.24512,637.43408,656.47559,661.5412,346.18472,339.71646,349.82321,414.89978,715.89984,206.75381,182.03906,192.82436,269.10425,132.89293,164.02017,249.82014,188.63438,101.42213,160.9068,115.39411,123.40109,121.76635,149.64709,121.578,127.08496,155.70435,105.22303,117.34857,76.178452,122.23355,97.01638,90.781639,89.341492,105.07632,132.36177,96.868462,77.008904,74.72628,74.264099,71.226547,66.398361,64.479332,65.746666,51.868778,50.452759,51.216072,47.105923,41.651386,37.588417,41.007725,36.182251,35.626656,34.652332,32.067154,30.211599,29.840971,29.86408,25.025064,25.938196,25.22871,24.670235,25.847752,23.949358,23.054659,21.771893,22.716297,21.288897,21.25478
208.16049,233.90955,647.38379,477.56592,184.82034,215.38248,134.44809,244.81175,243.80566,398.88129,281.61517,505.63327,239.73793,243.86665,576.14056,323.28644,346.81927,369.25885,400.39487,728.91455,672.01282,918.64264,277.32864,348.94815,418.14474,502.46411,569.33167,261.87195,191.97943,200.76646,213.5562,138.80319,128.24687,266.53528,133.76553,106.70474,114.67472,117.00625,97.946304,130.51582,132.58807,128.86707,151.45326,200.69719,101.34686,109.85967,92.191803,120.2801,117.33382,110.43548,93.017052,92.204987,116.59752,74.500656,76.536568,71.114441,78.303589,67.794228,62.331329,55.152039,58.728867,57.301594,58.5821,46.21064,46.799988,43.96339,37.453655,38.307671,35.903942,35.654263,32.052876,32.318932,33.361313,33.071232,27.340916,27.421572,26.561575,26.930893,26.416067,24.921812,24.307669,23.306887,23.292706,22.059666,22.733025,20.477907
