A0,A#0,B0,C0,C#0,D0,D#0,E0,F0,F#0,G0,G#0,A1,A#1,B1,C1,C#1,D1,D#1,E1,F1,F#1,G1,G#1,A2,A#2,B2,C2,C#2,D2,D#2,E2,F2,F#2,G2,G#2,A3,A#3,B3,C3,C#3,D3,D#3,E3,F3,F#3,G3,G#3,A4,A#4,B4,C4,C#4,D4,D#4,E4,F4,F#4,G4,G#4,A5,A#5,B5,C5,C#5,D5,D#5,E5,F5,F#5,G5,G#5,A6,A#6,B6,C6,C#6,D6,D#6,E6,F6,F#6,G6,G#6,A7,A#7,B7
499.762,417.342,618.121,293.85,340.684,480.727,560.483,513.596,548.325,167.808,149.228,173.553,434.422,258.503,491.288,198.216,288.787,704.796,161.067,405.217,647.09,241.85,260.167,222.606,251.796,234.296,242.875,108.599,153.137,145.719,237.429,144.723,72.4905,210.341,86.9156,127.795,149.355,89.1388,102.397,78.6113,94.5152,79.7385,81.6317,78.1906,95.9051,88.3953,72.3799,75.4655,59.1614,88.8851,60.1926,58.8436,61.2379,55.4966,42.9385,56.6643,54.6951,48.1559,44.1922,39.653,35.468,40.1976,32.6411,36.0454,31.158,36.7425,30.1644,27.6077,32.1094,28.9914,28.3459,27.5117,31.8027,27.5364,31.718,31.5434,31.7984,30.7958,28.514,27.6809,28.9635,25.4434,27.8869,24.8678,24.0722,25.5413,
616.777,321.372,869.865,466.974,261.591,411.219,570.488,744.442,246.7,225.756,115.828,283.445,286.567,305.62,552.29,252.983,209.435,682.728,230.183,424.641,625.141,219.77,144.833,232.029,188.417,348.923,319.279,89.4482,140.463,144.426,192.604,135.07,106.687,206.172,126.17,107.691,125.272,145.816,110.527,86.4675,79.6741,101.07,79.7195,72.1583,87.9482,75.3306,71.0274,79.3166,77.2603,69.6237,57.8767,62.4685,56.3104,48.6658,54.9746,51.9308,48.7828,50.2524,42.8141,43.3893,38.8126,34.6548,32.8655,29.0705,31.2573,26.5575,26.1494,27.4808,28.1272,26.6566,27.879,27.2199,26.829,28.8582,29.3898,28.377,29.343,31.0223,29.1223,24.2546,24.0834,25.8792,25.246,23.111,24.7021,23.9413,
260.454,305.36,579.388,366.032,401.478,513.388,1035.93,469.659,257.764,125.398,224.843,224.09,252.229,284.904,418.501,203.333,179.322,662.062,190.843,389.126,571.254,250.203,293.361,123.159,118.697,390.034,357.69,212.142,151.23,160.893,239.364,137.428,98.1785,195.574,114.272,134.414,144.214,120.415,120.293,96.245,91.9955,90.0661,80.4701,70.3512,89.968,77.8502,65.9576,77.3617,69.1517,76.3822,54.1512,54.2964,47.4735,55.9977,47.0717,50.2519,49.8497,34.6853,36.7671,36.7219,33.7802,36.0471,34.1679,27.6166,29.2829,34.0832,28.9946,25.0489,26.742,28.9416,29.3165,28.1398,27.913,26.4807,24.4367,25.6555,28.4104,25.4443,25.4451,24.0756,25.711,22.8487,26.7791,23.8974,21.5291,21.5883,
258.758,408.837,509.442,190.146,445.877,748.314,825.727,419.32,279.835,164.74,141.506,199.574,264.297,454.827,417.881,159.315,209.127,666.071,278.477,430.84,569.848,272.01,254.418,201.632,199.872,380.56,576.555,133.305,126.369,160.356,216.821,147.433,99.3185,174.372,150.286,109.667,149.962,95.9415,135.8,108.989,104.882,69.1403,73.469,89.8078,64.5843,80.4133,72.4319,68.6862,72.7849,75.8048,59.9891,56.4006,44.9234,56.3878,47.5788,52.2601,46.6874,42.1527,43.5961,37.5255,37.3561,35.8325,29.5119,31.6259,24.2951,29.0508,25.5343,29.8396,27.4651,26.6602,26.0152,24.4543,26.4186,26.1135,29.133,26.3146,26.9579,27.5008,24.3068,24.891,23.3222,21.4458,22.7131,22.6608,23.7815,24.2431,
186.764,237.726,753.788,532.154,253.125,513.28,1238.45,387.213,280.432,339.96,252.047,233.335,186.293,478.199,397.622,232.299,320.763,623.434,207.898,404.76,585.6,253.269,167.828,159.752,148.213,167.799,511.899,142.357,105.303,219.861,266.761,143.214,114.161,156.074,128.648,133.94,150.479,101.226,113.246,106.488,77.7299,80.6064,96.3088,72.0947,84.9794,98.7954,70.2466,90.7507,65.0538,81.2317,59.683,60.9087,53.4825,52.1877,49.7212,53.8809,38.8042,35.6109,35.4303,40.5301,32.4476,36.5353,30.4106,31.1591,28.1278,30.9167,25.273,27.6213,31.1178,29.0691,26.6932,28.1155,29.3773,25.323,28.5897,31.6559,31.7566,28.3929,26.3939,27.7694,25.5713,24.4799,24.6744,23.9702,22.9297,23.0231,
298.329,259.425,1000.03,499.761,434.735,757.654,811.1,345.309,185.651,222.264,219.622,219.584,206.981,250.466,509.117,183.026,229.56,761.674,287.093,468.479,641.601,292.336,237.762,106.998,198.129,207.406,461.592,110.12,140.882,140.553,289.859,149.853,108.66,152.376,121.426,113.972,151.757,131.393,136.926,109.668,88.2762,84.8491,97.3928,65.3801,76.1567,104.513,67.4258,70.2631,74.0378,67.3078,59.4502,63.8776,60.9967,48.0933,52.5855,50.9047,49.6509,46.3939,40.1762,34.0236,40.7523,40.4258,35.4342,33.4442,31.4767,34.473,31.3536,27.9923,31.7486,30.903,30.2849,27.9578,30.2616,29.0495,31.0841,32.9229,32.8705,32.2939,30.0392,28.1355,25.5688,26.036,23.5293,24.5258,24.6586,25.359,
695.616,474.922,904.349,376.351,389.762,421.439,1074.37,273.016,236.362,277.178,140.886,185.475,443.475,255.584,414.719,254.11,185.822,592.742,166.727,351.629,535.431,229.931,182.204,219.249,119.894,583.323,254.697,134.132,140.34,140.139,339.921,130.044,109.814,183.057,93.6918,124.882,150.832,172.664,90.7894,119.051,95.6858,71.4994,92.6326,84.7096,92.8263,89.6984,76.221,86.0676,73.7072,68.0873,45.9857,66.8519,58.0199,51.1187,52.3232,53.4485,49.218,46.3251,38.5938,34.3468,39.4533,39.163,32.2679,32.4892,30.2715,29.7482,32.176,27.8703,31.3906,29.4341,29.7109,30.1619,31.7611,31.7775,30.5658,31.3395,32.3321,33.5414,30.2286,25.8889,26.7971,24.3544,22.7852,23.5518,24.0664,25.3756,
702.483,775.697,795.884,482.897,321.933,540.069,1135.43,362.911,277.497,250.99,161.924,135.227,254.504,332.283,435.034,266.281,195.288,549.292,233.158,354.779,496.578,245.335,120.865,197.026,194.919,542.43,223.833,159.184,136.316,169.383,177.115,104.845,121.638,176.185,113.617,125.058,162.152,125.837,113.303,96.5126,85.0916,89.7078,84.1707,52.2901,91.58,79.6918,56.4028,63.442,62.3731,63.0856,61.468,57.167,55.3508,49.994,53.0005,49.6029,48.6545,41.9948,36.9225,37.6775,33.7213,31.7789,33.2734,32.306,28.595,30.8232,32.3296,26.808,28.6276,27.9658,26.0821,26.867,26.6264,26.1695,23.9019,27.3972,28.436,26.1307,26.6876,23.2338,23.9823,23.0282,22.4535,21.8505,23.0293,21.9846,
671.985,268.369,679.341,212.985,352.984,405.477,1222.21,563.479,345.416,232,289.067,194.327,331.526,182.573,366.565,265.906,113.861,514.603,177.893,311.522,418.839,230.26,139.944,186.08,194.629,722.053,267.093,134.789,113.087,192.681,230.84,145.185,122.522,178.43,141.643,112.932,179.664,136.711,106.91,102.446,92.5525,76.6306,90.8047,71.7231,93.6142,77.3766,69.5727,66.3946,64.2692,76.7434,61.3661,60.8149,43.5849,53.3374,48.8357,45.8704,48.5539,39.9278,34.572,34.9156,33.9005,32.8185,32.8961,26.4349,26.7585,28.2198,31.4615,28.3372,25.172,28.0571,27.9404,28.1742,29.3282,24.5642,24.6926,27.2782,27.1163,25.2356,24.7383,25.2501,21.4706,24.7211,25.3989,23.5225,23.3135,23.9295,
384.458,462.974,761.481,481.387,559.73,696.545,419.388,337.998,310.863,234.986,213.627,240.27,290.328,114.416,466.647,175.777,172.415,861.206,277.22,515.077,704.714,308.043,146.207,139.83,248.274,367.004,207.623,134.723,140.821,125.004,264.665,150.445,112.236,120.233,100.567,136.201,137.534,120.446,101.378,79.8295,93.8498,87.1107,68.5908,76.1408,70.8611,84.2375,73.7208,81.0101,71.9316,84.6682,61.1165,64.0931,54.1388,48.6577,48.0479,59.2689,54.1399,47.0219,44.591,40.8973,38.3063,32.3393,34.0256,32.8006,30.9932,28.1517,30.2498,31.473,31.8482,25.2427,29.2146,28.6593,30.8266,30.4268,31.3172,32.3652,34.7227,32.2208,28.9717,28.0175,27.9613,25.8182,23.6355,26.211,24.5412,24.5014,
200.782,257.084,694.551,174.604,297.417,696.236,494.32,301.84,137.424,148.857,211.931,250.157,311.246,177.682,546.377,252.432,241.845,639.32,212.085,395.573,582.189,215.44,262.01,215.675,500.751,335.801,275.436,121.91,119.044,213.64,226.459,141.592,152.792,233.371,103.312,106.756,167.655,140.254,130.513,99.1718,86.0324,79.7161,84.6107,78.0786,76.6509,81.1507,65.7544,57.5306,72.1737,76.1493,55.7073,57.9598,53.726,51.5386,52.9156,52.4937,55.2187,40.6845,39.2675,37.5071,37.7833,32.3034,35.5514,31.0639,31.6975,32.5815,33.7272,27.6945,28.6282,31.1879,28.1112,30.669,28.4234,28.059,26.5423,28.4128,30.3136,31.8144,26.5666,27.1983,26.9999,25.7292,27.0784,25.2223,24.7876,24.0204,
413.017,321.746,965.328,269.871,525.519,763.558,996.527,368.804,328.952,165.846,228.03,180.597,412.625,126.966,354.564,164.22,177.153,700.438,145.187,386.33,603.485,200.245,171.032,225.611,312.446,419.447,237.218,116.002,130.497,98.6488,233.193,157.121,101.917,146.333,155.748,116.982,149.551,123.177,116.206,90.7953,106.221,90.373,78.7264,70.2809,101.054,76.0138,60.9141,75.7618,65.4482,65.7834,61.295,59.7189,48.4162,48.6501,48.3924,52.4645,50.058,41.6034,36.5829,32.8279,34.5948,34.0831,32.6879,30.23,26.3563,31.5215,27.8263,28.4756,27.9453,25.6554,26.8443,29.3662,27.9206,23.6253,26.5846,28.8872,29.5371,31.2832,27.118,27.3374,27.6969,27.6481,25.7594,25.152,25.0675,25.3342,
220.172,288.823,578.262,391.99,380.302,938.182,1545.29,444.623,180.744,186.978,205.545,215.617,361.311,231.433,434.688,219.037,170.923,670.719,183.512,381.564,538.176,254.079,162.221,159.868,252.137,406.616,232.333,120.802,127.79,146.071,193.317,155.404,127.113,154.321,117.638,103.683,139.556,123.267,115.756,108.135,89.9925,90.9956,93.0856,70.9324,83.4203,83.9241,49.4467,76.4563,63.0601,56.2429,49.7258,56.0027,50.2383,52.2809,44.2895,53.0398,45.152,40.0192,34.0508,35.7049,33.0757,31.8813,31.0886,26.4491,24.882,27.7888,28.4912,28.9667,25.2236,24.997,25.096,26.3661,29.2267,26.2089,25.0394,27.2021,28.1074,29.4068,24.9901,26.4802,24.4696,24.2642,23.8133,23.1028,24.241,22.2365,
137.564,263.628,862.277,496.206,264.242,633.601,1474.76,261.897,348.649,170.14,152.417,157.41,296.95,313.761,410.268,220.816,173.336,665.4,274.997,418.277,540.982,305.387,195.243,226.256,226.597,340.636,290.781,89.8033,167.205,200.791,216.874,210.816,102.854,192.721,75.7146,109.488,121.835,107.805,100.528,96.4761,83.6085,97.879,86.5785,69.8655,69.8147,71.176,72.392,62.6443,55.4912,57.4006,57.3784,52.8922,47.7718,49.0311,55.8058,49.2336,47.2969,42.3694,36.6831,33.6188,32.4592,33.3198,33.6742,32.1586,30.1894,27.5611,31.1336,25.0299,25.4374,26.1949,25.2801,25.8313,25.7332,25.7266,24.1693,25.503,28.4566,29.1993,24.8752,25.3923,25.362,23.1311,24.3419,21.1967,22.6161,23.2485,
430.722,510.294,844.533,675.419,277.504,513.853,778.676,180.616,192.155,181.483,141.526,309.089,259.058,300.112,454.377,253.335,270.85,747.145,265.396,482.234,688.316,339.27,284.146,175.22,202.348,313.32,295.413,134.834,113.185,207.779,193.917,160.429,158.432,194.643,99.5836,88.3051,120.996,126.727,116.623,97.0743,84.8157,80.0862,73.9251,64.685,89.7269,81.8947,71.5371,69.0657,64.8938,65.0137,59.0783,57.8543,51.0211,48.1039,47.4762,56.3477,42.9244,41.0064,36.5123,33.759,31.6177,35.1116,32.1798,32.7781,29.8833,32.6623,30.1787,27.4112,30.949,28.1123,27.5397,29.0753,27.034,27.7448,26.9238,26.8726,31.0149,30.0816,25.6643,25.0166,24.0099,20.8186,21.8612,21.7274,23.6636,23.2884,
537.244,451.812,825.802,395.936,312.119,449.332,811.14,318.624,378.003,318.879,175.18,301.536,798.746,325.181,356.92,183.508,389.38,513.56,231.492,378.613,514.797,288.684,171.186,197.785,257.09,198.34,215.524,124.065,101.1,116.351,253.506,159.139,116.961,143.635,125.696,108.661,141.143,127.439,118.213,94.7622,73.6434,82.235,93.1087,76.9644,81.9784,87.9418,65.4891,65.5923,71.339,78.9208,50.6256,64.706,57.651,56.2353,52.6531,54.5997,47.0739,37.5529,36.0518,36.2156,38.6712,36.5075,30.3979,27.9446,27.7484,28.7745,33.5352,30.807,28.8359,25.2764,30.5878,27.1651,25.1751,27.137,28.344,28.4808,28.6733,32.3633,26.1724,25.1807,25.2754,23.5825,25.9019,25.334,25.2466,25.9756,
403.236,399.314,792.013,286.966,391.169,609.842,706.033,467.219,379.998,268.341,152.02,275.696,237.899,315.657,366.915,148.104,203.386,173.649,261.784,204.45,157.773,311.005,151.637,190.467,224.588,176.11,617.386,164.323,113.46,136.259,233.2,203.654,113.387,176.472,110.585,124.188,104.707,88.9614,144.926,81.4475,90.1249,94.1617,82.6358,79.7048,87.2864,92.7066,74.0485,77.422,71.0481,74.6782,68.3758,57.3826,42.4798,52.635,42.7415,49.0539,45.5514,42.9698,40.3739,30.919,43.6122,34.9153,34.6925,31.9611,26.8848,31.5792,29.0868,28.713,31.4366,23.6921,28.868,29.1503,25.6782,30.4278,29.5668,31.0992,31.0432,30.3162,27.9744,28.0532,26.2981,24.4918,24.5435,24.4016,24.8216,25.2737,
204.364,521.808,1180.22,272.952,257.304,707.769,1432.74,384.087,354.6,251.701,224.924,231.003,324.142,320.455,294.218,217.692,259.301,140.668,154.961,160.861,170.297,250.937,190.504,210.591,191.708,277.412,529.693,185.596,210.565,66.9218,204.119,162.346,128.805,120.702,151.983,108.525,106.568,122.283,96.1664,65.496,109.585,78.483,72.926,63.466,94.2705,70.2394,48.814,67.6027,65.1884,58.2403,52.335,35.4965,39.928,49.5255,39.5108,44.0743,39.0129,36.8757,35.0085,33.9552,28.3754,34.9962,30.8048,27.1988,28.4846,27.6775,23.4042,23.6044,24.6224,27.999,25.2599,23.4026,26.3462,24.4693,24.209,27.2803,24.0754,24.1187,23.3553,24.7041,25.2429,24.3694,23.1235,20.7371,23.1679,20.5932,
543.92,260.842,837.169,535.553,367.681,661.447,1170.23,544.335,407.303,100.272,193.164,167.818,322.492,225.424,400.179,191.654,164.777,243.645,187.755,200.828,223.298,240.405,151.31,179.251,203.088,400.137,366.957,179.363,167.358,122.913,244.624,140.133,156.906,181.351,133.341,105.426,89.0099,124.68,112.893,81.7958,95.4516,72.6519,66.1666,67.5675,78.9764,88.6728,56.6584,72.2114,69.2384,69.6838,42.6141,51.1878,41.8606,44.0688,48.2913,40.4804,40.9533,32.681,36.1409,33.5653,36.4133,33.0502,28.1593,29.0158,25.4153,29.7647,25.0016,26.0591,25.0241,24.6955,26.2581,29.9249,31.4024,27.2412,27.3692,26.4341,30.6874,28.4981,26.3575,25.6526,24.7598,25.1029,24.8795,24.597,23.3881,23.6405,
461.38,748.176,1015.95,368.108,624.436,363.225,1253.43,309.496,439.064,367.918,292.22,204.984,269.051,361.169,420.297,373.803,228.798,262.214,218.015,246.817,271.36,250.287,167.274,165.366,228.23,206.422,296.754,162.826,133.163,107.733,256.749,122.324,89.4674,147.848,101.48,91.07,98.7962,99.9649,122.347,102.324,69.3855,95.4534,83.9963,64.1512,81.0547,63.9845,52.3886,58.7513,63.4446,55.4704,58.4258,46.8853,49.5225,45.1165,37.4712,39.0572,41.5591,36.307,32.2622,31.4752,31.6693,30.7135,31.2331,29.9659,26.428,29.2892,23.42,26.9743,27.1884,28.9515,27.2696,28.7359,25.191,24.4476,28.5257,28.8096,32.1375,30.0455,29.9515,26.4843,24.9816,23.2895,25.6506,24.2381,22.6328,23.9665,
369.611,263.868,771.675,405.783,193.148,391.854,1308.07,401.952,419.603,297.936,205.65,131.202,548.583,396.606,365.068,190.453,186.635,144.639,220.353,185.039,157.082,262.595,198.039,230.726,170.124,449.736,355.332,156.409,158.368,123.427,218.716,157.113,111.673,149.551,97.9901,136.423,133.665,122.971,116.636,90.5214,69.3767,73.1757,77.7708,69.027,79.9895,64.2674,43.3011,67.8428,59.8579,59.0129,52.7155,46.374,44.8343,36.8881,35.2962,42.6791,40.5886,34.5551,36.3468,34.2823,33.8258,33.7866,32.4395,30.1285,31.1812,28.9352,28.3913,28.6613,28.8959,28.7008,27.9183,28.5381,28.8003,28.9823,27.5041,30.9866,35.7128,34.6042,30.6183,30.0809,26.4449,25.2874,25.2783,24.3606,24.5647,25.5159,
369.046,346.402,936.522,446.812,410.396,321.664,1189.4,413.26,218,131.37,238.65,224.421,276.306,125.3,380.81,201.907,208.749,200.284,196.734,199.225,206.513,214.161,264.191,281.813,247.497,584.748,493.188,140.041,113.459,130.468,248.396,186.007,157.842,149.657,121.253,106.77,104.601,110.274,128.303,92.9819,98.3616,84.52,107.583,73.6008,108.976,70.4086,62.3095,63.442,68.1448,64.7225,50.1003,48.7224,58.5035,54.6906,45.5998,45.2664,44.2237,39.4376,38.1432,36.7531,34.3853,33.1826,35.8289,27.916,29.1127,31.1419,28.0128,28.5139,25.2268,25.4628,26.941,27.0885,28.9421,25.4688,28.2133,30.407,31.0546,31.4584,28.8013,25.783,26.4773,24.9979,23.6535,25.5939,26.2416,26.2105,
358.692,286.904,761.118,338.794,92.2734,564.092,1195.03,526.208,342.112,233.396,163.93,258.928,318.443,225.584,366.601,168.323,133.116,385.807,215.02,271.792,312.176,260.62,204.366,227.446,402.103,334.099,248.362,152.648,141.451,144.133,218.158,156.539,116.443,168.793,125.775,112.583,164.813,102.62,102.158,100.941,82.9532,86.1848,76.0895,75.112,81.9338,70.5232,73.045,64.0579,64.5989,64.0594,52.212,50.5626,47.994,46.9235,42.8279,44.5761,41.5783,41.1664,34.7073,30.76,37.5464,31.7257,31.0817,27.4598,28.6125,29.072,26.5232,28.9074,26.7191,29.4028,26.9476,27.4433,30.9472,28.7186,25.9066,29.3644,34.0031,32.2098,29.7411,28.1132,26.8582,25.2903,26.1078,23.4009,24.6027,24.6887,
589.212,355.667,691.37,381.112,402.128,520.234,1288.9,409.49,368.212,235.654,172.69,316.53,133.581,242.99,455.795,338.439,275.418,162.967,488.997,334.038,220.351,567.318,641.631,320.048,412.637,261.977,262.62,157.851,153.901,132.764,231.37,204.184,157.448,183.905,115.915,126.045,314.782,160.407,115.673,145.743,86.6629,81.6589,120.985,83.1345,84.7804,88.5094,89.1169,83.142,75.9302,59.4724,77.8142,68.9039,61.5951,63.2634,48.422,46.3408,51.3635,47.1678,43.4615,42.0078,40.8866,35.0239,37.0519,31.4621,28.5392,29.2439,27.5523,27.2801,27.7111,26.5246,26.8389,27.5497,26.5977,26.0191,25.3772,24.7889,26.3285,26.1456,25.2639,25.6504,24.3907,22.3042,22.5073,21.0298,22.4359,21.2008,
331.206,288.792,929.485,926.878,372.45,929.84,1408.42,653.107,712.854,605.953,471.522,415.292,446.716,118.271,484.962,421.615,654.019,369.566,536,512.821,474.195,946.82,1738.09,809.877,610.994,531.743,536.889,213.489,223.84,180.681,276.959,315.692,293.97,235.912,160.997,277.303,599.735,190.685,242.61,349.994,186.154,143.797,164.731,126.424,162.908,133.357,120.563,125.184,135.526,123.851,107.423,92.4711,84.0132,82.0272,86.0659,67.2612,71.4601,63.4364,62.0475,58.9701,57.4354,57.5595,59.5982,47.0341,47.9654,48.2849,44.2505,37.0446,38.7585,39.4176,34.0445,34.6552,31.8859,29.6512,29.0125,29.6353,27.7531,27.6831,27.3686,24.3476,26.4273,22.8274,22.9021,21.5,24.3419,22.4901,
241.128,381.706,1843.33,3042.41,823.867,945.074,790.855,1456.94,935.694,1029.65,216.717,830.08,1069.84,527.935,507.783,742.855,907.711,577.815,830.926,720.423,649.789,1501.78,2664.13,1232,1034.09,1421.57,563.814,563.804,249.072,271.663,506.889,628.722,633.865,354.693,311.875,346.939,967.421,411.898,286.16,631.479,284.814,201.777,247.345,205.417,224.528,150.737,175.648,121.446,163.844,123.603,162.244,129.497,103.346,83.2242,76.0802,60.7016,72.0958,65.2979,54.5208,55.4368,56.2233,58.1104,53.1136,54.1014,51.0008,55.1444,53.2639,47.3777,45.8092,40.2763,43.9041,41.026,35.6661,40.7526,36.6646,37.5612,35.8263,33.3925,33.1976,29.5249,28.8349,26.5996,28.0663,27.2204,26.4415,24.8348,
583.368,747.577,1152.69,987.16,1130.19,1522.82,2815.54,2711.15,2139.45,1186.19,666.568,581.127,740.347,912.201,727.935,400.374,880.584,804.193,691.468,705.473,677.806,2149.13,1256.18,2123.22,1205.35,1438.34,563.586,562.655,387.113,375.44,523.78,827.902,687.781,786.723,324.455,524.93,640.94,339.849,376.363,555.274,285.642,280.183,366.74,181.118,251.911,226.775,202.346,184.946,181.553,131.394,154.721,135.423,96.5547,89.0514,81.723,85.3925,76.2263,58.0234,62.0119,59.3699,60.2542,47.855,51.0807,48.8193,49.0771,49.9286,47.6763,44.4551,42.7491,43.1685,47.5251,42.9364,40.2527,40.9306,38.0083,36.8519,34.4709,34.8012,34.1399,32.2475,28.6082,28.3776,30.1327,27.6305,27.6519,25.607,
456.711,670.548,1506.79,1961.76,1282.13,3762.22,978.358,2290.78,2786.59,897.982,1104.08,2086.01,2530.47,1247.98,1057.57,1417.21,1404.44,1434.22,1252.35,1264.68,1380.74,2938.22,1750.28,2102.33,1186.23,1752.21,560.37,354.142,537.604,473.154,442.481,995.596,706.686,541.24,344.264,519.389,821.804,384.675,323.822,890.795,288.724,236.865,380.808,195.701,197.273,175.54,134.841,193.18,208.2,118.563,201.003,165.788,102.296,89.734,98.9337,64.981,69.0907,58.5973,50.1538,50.9715,49.8654,52.1803,53.9663,49.7791,45.3738,47.2879,50.8975,44.3856,46.6676,46.9757,45.058,39.6029,41.2008,41.5043,40.0379,39.554,41.8946,34.8283,36.3831,34.8087,32.3099,32.2182,31.4791,28.7869,30.349,27.9587,
1992.47,2206.01,1500.22,2733.51,1623.63,1871.22,4320.44,5075.66,3982.36,1946.24,923.974,2836.3,1061.74,863.966,1110.86,971.603,1142.98,1312.25,1197.89,1170.2,1089.86,2550.79,1950.99,2814.89,1881.5,1088.15,466.168,495.005,456.303,724.064,1101.17,1646.6,825.813,635.214,377.733,743.392,593.089,485.29,340.665,695.543,347.193,231.134,298.996,223.795,251.225,129.521,152.846,174.423,201.584,180.474,198.713,148.754,112.133,95.9601,76.0266,68.0429,63.9692,69.7953,54.2022,59.5282,51.7389,55.2994,54.6798,49.9676,47.4261,50.3109,47.22,46.5549,41.0347,44.7043,45.2815,40.9959,40.3523,45.4935,40.3027,39.4511,40.1592,34.8991,35.5054,34.5107,32.823,32.7692,28.6729,29.2672,30.0814,28.4305,
811.342,1214.32,2453.18,3261.15,718.282,3690.01,5646.78,3365.92,1353.09,797.428,796.02,1059.86,1096.95,1098.74,1129.69,1070.68,636.136,1248.92,1939.85,1442,1008.32,2396.48,3180.9,1557.54,1542.79,1200.92,452.29,497.333,528.924,781.951,731.7,2278.34,1128.86,683.313,490.568,548.507,1111.32,435.659,288.024,634.452,328.153,268.361,282.596,225.665,234.942,180.912,207.806,180.051,276.822,224.168,251.495,184.798,111.921,86.9055,83.4554,69.3775,71.5606,61.5403,57.466,56.0432,55.6412,58.7347,47.5486,51.6476,48.005,49.647,43.0369,45.7643,43.6821,43.2597,41.7497,41.7361,41.8151,39.7024,40.9416,37.989,39.8949,37.3343,37.9357,37.3591,35.85,32.4256,32.8405,29.7131,32.1744,28.5052,
3726.67,2683.28,1956.01,3145.19,2595.95,1886.36,3193.23,2405.96,1526.87,1542.65,1348.56,823.053,1771.43,1737.4,1878.18,1386.3,1546.49,1360.12,2697.41,1871.06,1237.46,4094.98,4066.52,3764.14,1568.53,1782.77,1304.72,1050,999.068,776.711,1134.67,2296.3,2967.57,896.221,569.912,797.884,1412.75,524.295,412.46,953.022,398.961,310.739,443.837,266.804,247.64,178.196,235.294,255.943,343.575,218.494,319.116,247.037,147.211,105.465,76.7672,75.6336,74.7082,65.1798,58.507,54.1559,47.9268,59.7226,52.3848,43.1966,42.601,43.1775,45.828,46.3528,42.1611,43.6046,39.9288,43.6062,39.6032,38.2351,41.0257,39.1163,38.7957,38.7315,39.2285,35.4128,39.6376,36.85,35.3469,31.1667,34.1032,32.6521,
5679.43,1914.82,1481.94,2040.36,2368,3884.63,4679.69,4633.66,1278.23,471.255,736.934,1281.82,2525.27,2591.09,2702.29,1425.45,2461.03,4250.83,2025.83,2989.5,3724.43,3065.25,2238.82,2576.34,1963.42,1582.56,1245.32,1540.13,699.697,898.613,2067.79,4238.9,1713.91,973.132,728.315,1392.72,1721.49,679.239,545.032,2315.55,696.987,401.378,440.346,247.104,272.717,191.741,351.812,410.223,369.418,306.39,276.34,247.268,128.722,150.389,91.3413,85.1469,89.3209,69.1367,60.2363,49.3169,56.0177,54.4116,48.701,42.4159,42.7044,37.6577,37.9214,42.2582,38.5518,36.8516,38.1074,38.7469,38.9534,38.7246,35.8231,37.7501,36.3475,37.2146,35.4189,37.1423,36.2147,34.2815,36.9358,33.4512,33.7564,32.0433,
2367.58,2011.03,1603.99,1450.13,2361.94,5395.36,5024.9,4024.97,1696.34,2004.36,1991.81,697.897,1147.67,1796.26,3610.55,1866.61,1606.09,2689.28,3669.98,2866.85,2305.07,3975.94,3523.9,3191.2,2047.97,2010.44,1754.03,1699.34,1397.24,723.995,1000.54,2308.97,1234.21,700.53,714.398,1005.77,1093.44,609.514,595.214,1255.38,757.711,343.411,465.681,308.658,388.27,274.306,278.666,288.279,214.515,226.898,240.283,196.746,146.131,115.317,95.9826,101.11,83.2055,73.8275,68.185,57.8165,58.2537,52.0554,52.9078,51.448,44.679,51.4316,47.3285,44.6945,44.2378,45.7028,44.1157,39.4179,44.8372,44.5897,43.5781,39.9227,41.402,41.1877,37.4802,35.1686,37.3557,37.8545,35.9188,32.1217,35.19,32.6728,
3795.1,5011.34,4360.98,4677.33,3571.05,9647.04,6179.63,4475.52,5286.74,3047.48,1136.59,5929.35,4626.83,3371.59,3199.95,1584.1,2192.2,2426.61,1558.85,1870.38,1788.03,7962.59,7785.38,6922,5140.09,4383.38,1517.25,2233.42,1126.07,1524.99,2459.38,2612.88,2124.43,1336.46,817.035,1392.6,1777.14,1091.42,643.099,2148.32,736.776,593.146,1144.86,590.662,488.501,501.741,332.095,344.775,420.069,363.46,477.957,265.758,242.143,149.477,153.883,130.491,120.21,110.149,103.697,95.288,85.552,82.5398,80.2506,72.2405,62.5789,70.6863,65.6947,62.6535,60.7596,54.862,51.3519,52.4555,54.853,48.2612,48.0133,47.3017,44.8399,49.1896,42.4672,41.0188,42.6416,40.241,42.3576,39.9187,39.8551,37.3333,
3422.42,3120.07,3673.5,4380.19,4175.39,8746.18,9894.25,10166.2,8870.4,2128.5,2791.67,2704.04,4897.09,3359.1,8529.28,3053,1683.73,3456.63,4567.14,3575.74,2671.97,6964.34,5227.03,5202.87,4160.37,3452.66,2060.18,2345.97,1261.17,1295.69,2368.65,3640.67,1870.6,1752.57,1607.27,2602.99,4595.15,1114.94,743.297,1728.76,908.609,587.78,943.328,526.992,538.175,488.136,312.584,346.717,389.891,287.553,394.434,245.053,191.173,136.531,127.338,95.9881,83.5462,74.3017,64.4696,60.9633,50.4435,50.1852,50.3141,46.7438,43.3432,41.5298,46.8287,36.9366,36.3666,39.6429,36.4493,39.1958,39.1961,39.7712,36.3247,39.552,36.5718,37.9585,37.5888,35.3236,33.136,34.2607,37.2369,32.6098,34.5728,34.3729,
