A0,A#0,B0,C0,C#0,D0,D#0,E0,F0,F#0,G0,G#0,A1,A#1,B1,C1,C#1,D1,D#1,E1,F1,F#1,G1,G#1,A2,A#2,B2,C2,C#2,D2,D#2,E2,F2,F#2,G2,G#2,A3,A#3,B3,C3,C#3,D3,D#3,E3,F3,F#3,G3,G#3,A4,A#4,B4,C4,C#4,D4,D#4,E4,F4,F#4,G4,G#4,A5,A#5,B5,C5,C#5,D5,D#5,E5,F5,F#5,G5,G#5,A6,A#6,B6,C6,C#6,D6,D#6,E6,F6,F#6,G6,G#6,A7,A#7,B7
432.253,481.807,1265.92,372.049,363.311,739.857,411.626,307.954,461.254,259.353,256.538,133.815,236.856,228.173,519.124,233.656,195.588,283.589,233.903,246.078,247.528,321.679,267.753,192.833,133.959,185.011,259.826,209.468,112.608,110.459,227.92,162.318,136.449,157.639,99.5814,79.6663,113.164,93.9416,100.887,78.5242,86.7452,76.7942,58.1686,77.5723,90.2991,73.1605,51.9686,61.6596,66.7974,53.0226,48.1594,51.5658,55.134,40.7756,44.2598,43.769,41.4922,40.3246,35.1946,32.0074,36.4106,33.4563,31.732,36.5551,31.1368,32.2245,30.7349,31.0461,32.4671,29.9465,29.9543,31.2438,32.4924,29.3316,31.8882,36.3218,39.2133,37.0106,31.2229,29.0838,28.2064,27.0104,25.8124,23.9634,24.773,27.2743,
594.352,422.778,1089.51,528.055,483.252,491.968,356.162,333.091,359.787,186.198,243.832,228.564,153.562,354.448,424.571,171.922,216.159,186.478,167.698,178.673,182.145,325.086,298.194,172.564,171.309,170.356,270.47,165.534,132.894,100.636,270.771,154.653,139.411,190.624,103.615,93.9612,122.812,107.244,135.2,69.657,78.2305,59.5282,82.7959,76.6054,91.2862,75.6655,55.0114,66.92,67.2978,74.3807,59.7436,45.718,53.4584,42.8173,50.1806,50.7647,40.4397,39.6458,36.7966,35.099,42.9298,35.496,34.0499,35.8576,33.8877,34.7275,29.6675,30.0013,30.6957,29.3865,30.6354,31.1523,32.6672,29.7218,32.7036,35.8346,37.5251,37.4901,34.5853,29.5449,28.0515,27.9123,26.2134,27.9246,25.3623,25.2806,
340.286,1110.7,1130.31,551.734,810.821,346.512,566.923,396.176,120.151,217.443,226.277,315.729,232.915,317.183,502.627,197.846,287.219,203.127,141.352,166.895,197.087,240.277,165.686,233.677,217.722,161.336,314.008,126.576,133.021,137.013,261.298,152.393,101.311,218.322,113.195,139.301,112.164,94.3566,119.279,102.573,78.1488,67.6904,87.8184,74.4887,88.3058,73.4829,53.6015,74.309,56.6171,54.0431,59.0208,47.1437,53.9856,49.0832,49.7301,44.9955,47.0041,34.8728,37.572,30.9355,35.3775,31.1831,36.0582,28.4382,31.336,31.8054,27.7836,31.1842,31.8171,27.5848,27.9259,31.4829,31.4214,29.1394,27.9028,30.5974,32.7483,33.3869,30.1929,28.0709,27.5174,29.0481,26.9234,24.1575,25.6699,24.9798,
587.885,783.788,783.624,621.741,479.95,473.189,381.267,268.308,206.062,204.445,223.376,180.405,156.218,272.014,522.601,175.261,262.207,192.046,165.243,177.499,193.423,254.083,338.779,174.369,252.481,177.412,285.688,101.644,132.687,148.505,235.162,161.348,150.908,196.46,115.582,133.968,152.252,92.4612,123.736,103.501,77.923,86.2549,91.5104,76.7555,87.0042,72.4639,56.5973,69.6354,63.3162,60.9404,51.5736,48.7606,53.6875,41.7012,46.9552,38.3811,37.6667,38.4196,40.4908,36.8681,35.146,42.3379,31.4097,29.804,30.5647,32.8592,30.4204,30.0903,28.8431,26.8797,29.9202,31.3353,31.8059,28.9347,29.4901,36.1764,36.0633,31.3037,31.3439,29.2891,28.3815,24.9433,24.4912,24.9768,25.9638,27.4014,
387.96,477.791,885.631,655.743,613.275,524.001,735.112,430.788,244.421,262.861,145.682,225.409,377.616,279.801,406.425,216.05,212.587,119.213,187.479,171.946,150.388,308.374,209.428,206,225.176,155.542,248.109,188.67,152.737,114.2,208.534,171.271,117.298,206.045,109.668,114.447,133.431,95.8485,109.094,88.4466,107.226,70.433,71.2031,67.5656,65.5265,76.2268,63.0554,68.9453,72.2875,59.1889,49.5247,50.4222,57.6755,41.5219,41.1612,48.2655,43.3307,38.2471,38.4897,35.1779,41.3889,39.0474,37.3469,29.9901,37.6763,33.8757,29.2524,28.1675,29.0136,30.6133,34.6112,32.6783,29.6327,28.5898,28.5003,34.0819,38.0257,33.8705,30.8713,26.6319,28.9496,27.5751,26.3406,23.5235,26.5636,26.9294,
484.429,783.736,1265.5,403.608,555.773,291,246.156,334.678,498.417,278.1,169.772,271.875,264.424,303.736,505.341,187.962,96.8026,198.262,223.068,194.446,173.055,337.971,260.614,311.146,169.064,192.699,211.785,148.682,148.139,197.662,193.547,238.256,160.93,174.973,99.6928,100.141,125.435,89.1316,102.825,89.9734,105.63,53.3248,86.7403,84.872,74.7098,73.3569,47.5433,75.0919,74.5359,63.8071,51.8566,45.8475,60.5936,52.995,47.4095,38.9539,45.3515,40.8239,36.599,39.0261,35.971,38.5621,34.6371,29.2958,36.0134,31.6431,28.0345,30.8526,32.6634,34.4977,31.5408,32.6872,30.0375,28.6139,27.6669,33.413,33.6961,30.9891,33.3593,30.1027,27.8188,27.8934,27.0615,25.3664,25.2578,25.0022,
262.535,589.445,950.931,401.85,467.12,521.533,366.154,340.458,432.744,182.435,192.707,165.157,109.686,440.035,537.882,154.508,143.085,166.474,153.435,156.959,157.224,279.228,202.183,299.841,288.8,220.587,243.782,137.395,128.056,175.464,260.063,173.154,167.011,199.275,106.744,119.651,144.958,113.922,89.7789,71.6013,73.6865,84.3861,93.7235,78.0568,89.3237,84.2441,73.9655,59.6527,75.5884,69.708,59.2481,51.8106,61.8742,50.5575,53.6987,54.1633,44.7223,44.3338,44.7911,37.8718,38.7655,37.2473,34.934,36.8507,32.4542,34.485,35.2477,31.3366,30.6853,35.2645,33.6062,33.7759,31.7746,34.596,38.7588,36.22,40.228,37.6053,33.2505,30.667,30.0176,27.1568,28.296,26.872,27.6621,28.578,
370.047,481.902,1403.36,556.403,414.837,325.979,487.983,528.71,239.668,213.87,272.736,220.242,239.997,219.318,365.925,159.489,110.89,314.032,181.86,219.776,221.765,314.471,168.975,275.552,243.753,170.656,259.27,137.733,176.818,103.801,224.722,142.041,114.821,199.578,101.094,137.827,136.83,67.5794,94.3966,101.621,92.8216,84.3205,93.2364,76.9585,84.2852,77.5824,72.1502,72.4785,67.44,57.3164,58.6616,54.2834,59.0306,42.3966,42.0331,44.7752,38.8227,41.5227,36.1586,33.3657,37.1848,33.9579,36.4531,29.6034,34.9515,30.9763,32.348,29.3669,27.7143,32.8816,31.4829,31.3921,31.1069,27.9247,30.9143,30.2086,36.8256,37.8072,33.3549,28.4663,27.7681,26.7204,27.6255,25.7264,26.627,25.8226,
814.459,478.899,902.492,327.456,587.318,649.576,630.97,461.465,400.438,344.613,228.734,238.149,226.354,476.783,499.337,156.879,169.58,181.937,263.089,214.071,179.184,207.924,333.486,256.264,278.053,163.462,287.282,175.916,139.202,117.547,222.46,170.57,150.468,179.748,99.2007,120.433,111.025,93.9124,97.4917,95.4075,67.531,77.3004,78.0776,70.5939,88.2139,75.782,49.8483,69.375,61.7683,61.1081,57.0555,55.3126,64.8033,45.4563,49.6256,52.5403,39.9895,36.9647,37.0784,36.9457,38.2822,40.9013,35.0347,31.4614,33.2597,33.3989,32.6721,32.1155,31.3857,28.8489,30.7509,31.8147,31.9803,32.4664,33.0886,33.6593,35.1811,37.2218,34.1259,29.3359,28.476,27.0137,27.6861,25.1479,24.7518,27.0562,
579.601,664.727,1025.53,766.968,301.66,898.165,586.711,384.739,212.429,209.661,77.0612,255.478,258.096,488.613,589.338,187.751,127.787,238.373,144.629,181.017,213.86,253.438,167.368,228.19,230.417,202.869,246.291,150.081,160.661,129.931,199.62,169.013,171.066,131.563,64.495,95.9885,86.4361,116.09,98.5485,78.4826,85.0479,63.653,84.1824,65.8335,93.3688,70.0115,54.2634,75.9786,72.9739,59.1056,45.2286,50.9643,49.7196,45.242,43.9336,44.0574,53.2752,44.6147,40.1461,36.0802,34.2806,33.7737,31.736,29.8516,28.3684,32.7556,30.6955,30.2201,31.0323,28.0613,27.2515,32.6002,31.8142,27.3305,29.5403,32.1226,33.3169,34.4301,26.8581,27.9093,23.9696,25.271,27.4899,26.4102,27.0931,25.9874,
466.727,693.722,1098.32,458.963,594.725,670.11,1020.32,232.341,146.066,239.209,184.865,277.422,240.618,609.354,505.551,141.24,156.721,164.127,161.966,162.484,171.619,250.863,215.649,259.012,195.631,140.017,261.278,157.558,102.734,185.343,245.397,137.943,173.371,187.321,101.102,137.387,157.347,113.783,106.997,108.978,78.2149,84.8977,86.6873,59.4609,78.862,90.9426,60.2421,72.9757,75.4363,56.1885,55.7637,47.4978,51.13,45.1042,47.332,48.1224,44.3927,37.9126,36.9541,39.458,36.0056,34.9274,32.3686,31.7589,27.1932,30.6477,31.2195,28.5053,28.3083,31.4936,32.6572,30.3658,31.3039,31.7269,29.4584,27.9371,31.6316,31.7344,30.4065,26.5518,26.4047,26.1225,28.1109,24.9885,25.0819,24.0136,
351.393,228.076,891.178,620.773,384.907,701.107,703.803,312.316,253.068,171.612,183.791,179.514,160.935,282.101,588.971,232.441,230.637,167.342,163.169,168.471,178.649,302.54,276.021,267.614,280.215,203.739,230.25,155.847,131.486,164.772,299.54,118.527,152.882,193.629,111.823,83.5803,137.931,87.5203,113.515,87.3147,85.388,88.4013,74.1572,73.6786,80.4099,91.6858,54.5959,66.8305,74.3612,66.8154,65.0118,54.544,65.7139,46.9256,45.8519,46.4116,41.9839,34.183,37.6297,42.0113,42.3858,38.837,38.7627,33.6892,32.4155,33.1186,34.3636,36.2304,30.6036,29.2263,30.093,33.2968,29.5241,29.5259,31.1956,30.6553,34.4348,37.8853,31.5019,29.4182,27.0441,24.2426,27.085,24.5341,26.4675,25.672,
199.718,299.606,771.718,311.37,613.062,917.177,687.773,357.848,248.85,263.427,301.099,194.438,263.617,914.735,422.003,219.979,171.491,180.075,173.474,188.295,198.409,282.7,226.502,234.303,183.364,135.787,244.163,91.7551,170.485,101.589,254.235,149.203,223.426,163.873,89.1468,91.2392,108.901,112.206,99.378,111.624,86.6464,92.4695,98.7989,68.6756,102.869,76.6811,65.33,65.6045,59.5343,52.3722,47.3203,48.3196,39.8102,43.1854,43.5145,46.2657,46.1414,37.0877,38.5693,35.3719,36.8055,34.9932,34.8865,31.5459,31.6687,31.7273,27.2871,24.2611,27.6787,25.0281,29.6634,33.3832,29.7014,28.6926,30.8167,33.7437,32.5625,32.5995,31.2191,29.508,27.5417,25.5808,23.9409,24.1194,24.7755,27.5626,
728.215,791.648,709.281,341.251,324.74,906.404,446.405,233.932,388.025,142.452,297.537,313.671,372.849,992.825,542.473,242.467,179.958,163.861,189.78,165.887,136.048,237.529,193.388,187.375,144.135,148.106,252.43,121.108,168.468,174.311,234.949,183.93,151.375,149.475,79.4116,109.64,143.413,92.18,91.532,103.165,94.9875,79.0893,63.9052,71.2916,94.6653,81.6771,60.7963,65.6237,70.7423,56.1561,47.7982,55.5603,50.6542,44.1945,40.7021,42.6572,49.1217,39.2456,37.0258,38.1102,37.5514,33.9861,31.0511,28.9423,30.4474,29.8078,26.5949,27.3188,28.1391,26.3998,28.9471,29.7616,29.581,28.2048,26.9168,26.9317,30.0337,31.5007,29.6402,28.0429,24.6048,23.7497,23.921,24.4584,23.7626,22.8665,
744.794,396.89,847.363,504.07,222.387,427.229,585.49,341.748,164.333,172.645,243.582,116.075,501.924,944.361,762.197,240.365,196.941,205.741,239.97,221.938,210.494,273.957,226.121,197.96,195.735,219.826,236.011,125.557,115.473,149.232,248.254,176.704,148.706,162.894,98.4896,106.014,124.587,98.4662,115.768,88.0391,84.9198,77.5585,73.6745,84.6481,103.614,78.0586,60.2228,67.0895,75.1497,65.7954,56.7824,51.1227,47.4851,52.062,48.6223,40.3897,40.2275,39.8846,39.8067,38.0356,34.6467,33.8185,34.4528,31.3163,26.9868,30.652,25.9479,26.9475,29.3893,26.0384,25.6348,28.3392,30.2264,28.7319,27.3799,31.9989,33.9682,31.1494,29.8787,28.3389,26.1521,26.8665,25.626,24.467,25.4228,25.2135,
292.206,908.006,1006.45,323.927,191.753,776.849,471.514,184.455,144.08,159.915,165.098,407.842,218.622,447.993,628.807,168.025,253.954,152.909,167,165.727,164.714,237.833,237.589,216.856,286.645,134.621,252.735,148.741,147.057,171.76,222.359,142.541,141.511,188.27,88.4236,100.719,108.072,83.8651,99.2305,83.5394,97.2982,83.6264,82.1643,91.0289,105.589,74.4554,67.4483,67.1066,75.0973,62.7923,53.8799,50.0022,57.4748,48.2246,45.3342,59.0826,51.3806,41.6512,43.5961,36.9502,38.6547,35.6927,31.5064,33.3996,34.6224,31.7404,31.8542,34.0752,32.8639,32.6099,34.6596,33.7654,33.4678,31.7239,31.4842,30.9468,37.4705,33.4155,29.9782,32.3602,29.8785,25.4732,27.2271,25.6862,27.3603,27.1572,
706.562,296.61,929.736,480.328,396.02,522.689,534.331,362.036,286.914,289.921,179.661,151.605,375.064,540.898,817.677,254.359,228.705,148.285,181.178,167.176,150.955,276.86,167.35,175.906,236.484,193.521,294.967,147.614,132.106,147.331,214.953,134.223,156.371,177.753,109.182,116.935,111.898,106.101,129.856,102.606,75.5085,79.2184,82.5704,76.3184,87.5237,72.5881,58.9796,68.9792,82.0787,63.6125,58.8002,61.9361,56.4528,43.6305,51.1875,50.5283,47.3127,44.8484,37.6888,33.8406,40.6737,38.9838,36.6371,30.1256,31.4905,33.219,32.3801,31.9453,30.0013,30.8129,27.7453,36.915,30.8625,28.9749,29.4407,31.2654,35.7592,33.5217,28.6303,27.7939,26.8898,23.7749,24.8016,25.0708,23.2744,24.8755,
261.359,242.896,1000.55,670.57,468.46,872.454,577.885,238.577,238.073,310.483,250.902,128.53,244.894,353.032,754.537,154.593,107.733,202.484,248.934,214.456,187.961,302.059,237.421,175.333,236.887,171.521,330.43,165.304,123.19,131.037,197.387,182.062,137.42,191.414,99.3405,134.192,181.427,122.287,151.308,89.227,76.7649,80.1667,91.0504,69.7237,91.9774,83.7783,62.8501,60.2575,59.2515,65.6162,53.1476,54.4728,55.4416,58.0869,47.4693,57.0307,46.6175,48.7619,45.9064,40.923,42.1704,44.0726,41.0574,37.5363,36.9019,37.1931,34.9913,35.921,31.9349,29.8879,32.2341,31.3906,32.9173,31.2474,29.0677,34.4809,33.4221,31.1423,27.2759,26.4963,29.2555,26.0157,25.1632,23.6714,23.8146,23.8546,
437.914,233.492,756.208,580.501,564.225,491.243,875.708,550.877,191.924,92.9745,63.0712,164.682,196.901,386.594,615.689,118.974,252.418,118,295.875,210.598,125.71,306.421,222.881,198.619,209.455,111.893,260.514,121.159,111.198,163.479,275.563,127.956,116.331,177.524,82.189,149.271,166.805,113.25,126.98,113.804,105.613,109.596,97.6725,73.1004,98.9855,73.179,80.8257,61.5341,68.6051,79.4402,76.5803,63.4867,72.9743,63.5418,61.559,69.0642,63.4238,63.5395,52.1263,45.2784,46.9047,46.0918,45.652,40.1317,41.6583,37.8968,39.1422,32.745,32.48,31.3471,32.6021,34.4198,32.862,27.3749,27.1068,28.8645,29.3805,29.4962,28.1192,26.0345,25.3178,25.8701,26.1082,22.5417,24.8048,25.3027,
373.285,357.455,827.96,465.599,266.126,435.732,549.477,447.387,213.867,329.002,143.836,315.91,339.731,410.205,419.96,254.918,189.296,240.445,175.459,203.808,242.836,289.017,273.763,128.187,311.554,124.845,227.949,150.373,101.677,189.93,264.151,149.33,133.032,188.15,122.937,178.18,139.252,145.966,129.683,100.628,77.921,104.686,90.0412,79.9453,87.1145,82.4738,76.0461,75.9353,72.3115,73.9397,68.802,64.2959,69.7119,53.3755,61.731,69.8829,60.6153,59.2803,54.0657,58.6564,49.1551,39.6936,41.6741,37.8013,38.6354,39.2467,37.3066,31.8531,35.4645,35.5973,28.8115,35.1706,30.1396,31.3384,30.9475,28.9061,32.3802,33.9978,27.4454,27.8338,27.3823,27.24,27.1346,25.2216,25.2463,25.236,
464.491,506.175,1119.81,590.774,367.725,264.002,706.53,685.425,328.621,341.677,314.357,253.836,244.897,821.506,584.288,254.883,230.997,168.628,137.926,167.015,204.519,298.759,185.528,215.446,215.052,169.834,285.934,106.056,121.918,197.655,238.315,199.285,205.864,188.98,158.338,114.379,84.4036,98.2213,135.567,101.581,82.7717,70.4208,88.8607,80.1788,76.6144,73.8851,62.6043,73.2921,60.5139,68.453,54.3937,45.78,46.3584,47.0815,44.319,52.2548,42.7801,48.6168,40.5305,37.9078,34.5396,34.9009,36.5436,32.5034,32.9096,34.0646,35.7555,29.8145,29.0183,30.5268,31.7935,35.5122,29.8742,29.9396,29.6404,31.9115,36.5351,33.7299,31.7967,28.6925,27.0168,27.3298,26.0854,24.6906,26.2919,24.6957,
443.368,571.645,1302.73,451.885,184.086,455.488,813.918,482.977,263.971,239.415,131.994,216.476,200.056,319.058,825.305,305.175,265.183,201.552,193.484,225.26,276.721,251.552,152.717,174.592,209.035,165.803,284.518,180.047,168.707,111.245,325.861,203.541,139.353,168.257,118.347,65.8279,112.321,113.139,98.0495,105.857,83.3281,75.7387,84.7106,70.5761,88.8537,64.3035,53.738,64.0407,65.6114,68.4344,59.045,43.2694,54.097,46.2686,49.2073,41.9956,43.6975,37.1768,39.128,38.4994,41.6311,38.8763,33.6614,29.4503,31.416,32.888,30.1504,30.1236,31.7252,28.8514,33.0832,30.3512,30.8137,28.0763,31.4903,28.9659,29.2216,31.6756,29.2088,27.2886,28.4806,25.6106,26.9913,24.4619,25.2262,25.2231,
327.064,323.413,1077.94,626.42,499.223,773.127,904.776,338.596,290.684,294.313,314.679,249.519,266.141,597.907,589.67,348.187,242.211,140.024,288.185,215.089,155.273,261.06,354.655,205.647,150.573,146.97,242.833,135.769,123.252,138.852,229.153,176.795,88.4125,158.731,96.2139,89.6401,107.627,89.2918,111.539,82.4899,74.9704,65.3861,86.1788,53.6651,75.4285,64.6406,59.5519,67.1307,65.0812,57.9287,60.665,47.0218,49.5541,50.6861,47.0546,45.4062,39.7036,41.2181,36.8188,33.2318,35.0249,35.0009,31.2977,31.213,28.7268,35.6272,32.07,30.5193,27.9089,30.4587,30.7451,34.1096,29.6349,30.3418,28.605,30.8875,34.2597,31.875,28.247,30.2081,28.2253,28.0391,25.5405,24.5963,23.285,23.2659,
387.667,515.81,964.378,559.89,684.248,944.94,594.622,393.651,182.621,187.771,114.648,249.741,246.265,933.639,770.24,283.009,291.255,160.095,209.158,209.306,220.785,236.935,339.706,250.069,169.814,163.655,254.846,129.063,149.206,166.444,245.701,131.887,148.332,183.721,86.745,73.3004,140.568,81.9947,106.542,110.861,84.3579,85.8394,87.0331,60.576,78.1555,74.0638,42.3099,69.3451,61.851,57.6743,52.4442,45.327,43.1378,51.8097,41.9827,42.1801,36.5808,41.1122,32.9953,37.8195,32.1869,36.0187,32.8046,30.0392,24.9251,33.1639,25.3697,26.9629,28.4391,27.5954,28.657,29.1325,28.1474,26.0381,25.54,28.1974,29.1159,27.9638,28.0942,25.7834,23.8854,23.3356,23.8766,21.2505,23.8774,22.3201,
369.154,717.103,1284.48,521.775,344.583,582.099,706.62,331.538,413.081,236.17,257.849,193.314,413.436,615.768,776.09,240.754,240.45,144.467,169.355,160.747,165.147,222.543,227.007,197.726,197.788,234.481,296.427,144.419,103.154,185.029,256.252,134.049,104.374,182.788,104.132,99.9445,149.298,104.306,126.182,103.731,96.0556,84.8091,98.2991,74.5439,85.3591,68.8637,82.9571,74.5515,71.3806,69.0821,53.6204,60.9933,48.2847,50.1309,47.7833,49.9497,47.767,45.9691,41.1593,39.8984,43.4799,34.7234,31.3979,34.0878,32.8756,32.3185,26.0689,28.4449,25.1123,28.9354,28.3436,28.1078,28.3799,27.7091,27.7309,29.2516,28.3133,29.5367,24.6388,25.1422,27.7581,24.2445,21.8647,20.8366,20.4831,22.3161,
430.154,1006.6,1142.87,378.165,602.276,525.179,412.906,251.129,170.517,260.466,314.69,226.023,254.694,1080.71,400.482,214.145,269.982,280.673,139.707,207.436,268.763,273.118,202.666,209.851,143.867,150.947,217.268,130.109,101.719,158.405,222.509,131.863,98.182,178.609,107.078,92.7203,135.288,105.959,88.5203,74.9629,82.4872,67.427,93.666,84.6154,71.5773,68.3124,95.0256,88.5684,69.7262,63.6209,57.816,61.2772,53.6165,53.2186,55.6118,45.7572,51.146,46.4864,48.3907,43.7099,40.1138,44.5979,36.2281,37.4842,32.2596,34.6825,32.578,32.1182,30.7707,32.7697,30.735,32.3333,32.624,29.4112,26.7783,26.9144,27.1658,29.2542,29.0543,26.5954,26.0079,26.7521,25.1578,21.6605,24.1788,25.4723,
562.802,1044.06,1211.62,618.433,384.156,441.786,542.356,341.673,350.566,182.665,254.481,259.143,291.866,884.661,442.32,208.42,106.704,224.586,154.68,180.734,190.53,269.667,334.605,177.746,153.983,187.876,289.034,124.853,118.739,181.868,262.508,121.292,81.59,170.524,96.4164,80.2399,115.866,116.684,99.0726,76.5995,79.1865,83.4724,80.4767,65.7883,76.5933,94.8901,68.0913,76.8114,77.8923,69.8013,61.0794,50.5314,47.4158,50.588,52.7262,54.0178,45.6778,47.1736,51.2245,38.0029,42.5184,43.8727,35.1001,36.0391,37.9101,33.9627,34.9611,36.2927,33.6611,31.7335,30.8597,31.5155,31.0548,28.1242,27.6174,27.6489,31.9905,28.9143,25.2759,25.5243,24.0641,22.793,24.1088,24.8738,22.9532,24.4097,
514.952,693.575,815.243,335.55,508.314,949.664,308.197,458.42,254.755,168.059,196.718,245.22,560.382,1035.18,328.253,101.689,190.456,327.556,195.906,258.273,313.266,271.108,425.167,184.145,195.823,173.53,331.907,137.474,142.479,111.275,224.514,156.501,122.027,133.118,101.02,115.023,114.079,164.94,93.508,84.9217,89.4523,68.4058,79.6374,81.3705,75.3739,88.7655,82.1073,72.7059,63.9857,62.8707,56.7853,52.765,47.6725,52.6373,47.861,49.7825,40.7758,43.9715,45.4416,40.3324,44.7337,37.7891,34.3201,36.6658,39.9946,32.2152,34.9048,34.608,35.1184,35.3211,34.069,31.7535,27.8202,34.1418,30.7592,29.8526,29.7965,30.7658,27.4866,25.8647,26.5944,23.425,24.809,24.3531,24.6629,22.5244,
1000.55,1102.48,996.393,212.542,408.06,547.267,378.979,407.559,249.097,107.825,202.261,345.639,650.836,433.139,405.531,133.669,211.968,197.493,193.27,180.078,165.914,289.546,399.325,261.232,162.883,186.486,212.983,117.252,123.681,84.1822,205.061,220.875,247.466,163.899,77.1919,75.8499,142.999,118.785,101.146,87.9404,94.8073,67.3236,88.1199,76.4965,78.4578,56.8084,76.5008,68.9208,60.1425,61.3045,58.3604,43.8554,49.3976,51.6717,49.0341,42.2483,40.7177,44.6611,45.8032,38.1745,39.1735,47.1487,36.5888,35.4016,40.3329,40.057,32.0939,31.8774,34.3605,31.941,31.6237,34.0227,30.5377,26.975,28.0551,28.6113,29.5907,29.1806,29.6501,26.3283,26.373,26.0899,24.6515,23.4732,23.7993,23.2664,
788.471,674.442,743.342,309.564,398.525,362.592,282.491,291.211,184.548,227.295,185.73,153.953,610.136,874.61,457.03,215.686,134.626,186.008,174.127,165.441,160.916,298.024,249.684,244.979,241.464,152.427,242.303,159.332,114.513,122.813,233.454,149.127,177.222,160.27,101.203,81.1888,95.0448,134.053,105.191,79.9383,83.363,81.384,103.283,69.3823,83.2027,79.8903,77.0206,81.6202,67.9412,82.6184,60.5666,62.7509,54.1732,49.5533,46.1535,46.6286,52.4369,43.1781,50.3376,40.2019,46.0611,39.6118,41.9013,35.1038,40.9942,42.8498,38.3397,37.3744,39.3967,36.4622,31.4087,34.147,30.6465,34.1865,29.2252,32.6042,32.4845,33.0937,29.4311,25.4356,24.6259,26.1693,25.0223,25.6495,25.8626,25.7145,
588.781,867.272,1033.24,499.267,646.797,476.91,877.254,421.319,247.74,154.218,230.069,226.958,492.607,886.422,302.675,201.439,137.695,200.178,135.716,168.374,194.83,254.673,258.403,271.421,238.548,202.842,302.207,130.328,115.488,97.0938,217.693,196.84,138.981,115.06,113.349,101.524,97.4097,112.329,107.262,108.05,93.9233,99.7141,81.4017,77.0599,68.5556,84.9303,77.1587,66.6217,58.868,82.6387,61.6845,60.8221,47.2424,51.8004,46.7083,48.134,43.5132,40.977,39.0297,40.7748,43.4903,40.0363,37.3427,38.6354,37.0677,36.041,31.411,36.5482,35.8395,30.333,31.0488,30.8347,30.9723,34.4123,34.0091,29.1422,32.402,32.8654,29.5234,23.6362,23.6851,23.9516,24.4196,23.2641,24.2367,24.15,
582.776,841.365,1026.6,496.983,446.321,814.548,357.888,247.539,154.224,169.422,213.219,221.05,361.578,591.663,511.004,205.988,192.501,290.55,195.924,238.598,280.73,267.016,254.559,180.579,221.574,212.581,278.409,102.555,108.105,138.461,241.629,177.841,182.04,139.849,87.4569,103.038,136.133,128.179,100.963,100.503,67.9383,91.7213,94.8513,76.2907,82.8306,80.8274,75.701,75.1321,78.2362,80.7094,63.8084,57.3106,60.2618,55.3227,50.3835,46.7033,49.3891,44.2714,44.8905,56.7653,41.0445,45.7848,44.4036,38.5971,36.4137,38.4404,37.537,32.5211,36.0033,33.6199,31.7764,33.8772,33.3356,29.0508,29.0969,33.9274,32.2179,29.4093,28.4344,27.7426,25.6761,27.0659,26.107,25.8117,23.9192,24.1244,
394.625,241.077,970.773,426.163,764.006,984.703,960.407,249.529,303.665,312.537,160.026,212.69,220.614,399.519,339.427,173.825,171.585,288.722,217.355,250.752,279.463,261.088,311.935,223.771,203.251,291.029,263.249,141.017,111.989,136.771,215.464,101.695,172.067,178.787,141.381,131.653,108.999,175.383,106.406,99.9754,92.1574,75.9408,96.3443,62.1304,92.4494,65.1106,71.8874,62.012,67.3264,64.5734,62.8675,65.4919,62.2231,58.9855,60.0441,58.3325,54.2339,56.3661,50.1239,52.7992,56.66,47.5371,43.7817,38.2386,37.4593,34.3576,37.5211,32.744,36.5328,29.5056,30.5915,32.0977,31.6324,30.3845,27.0738,28.956,28.7004,28.3899,27.617,27.3384,24.6455,26.0277,24.3755,24.2624,21.9588,23.9545,
305.471,608.811,781.343,429.315,738.4,895.091,1115.32,258.298,179.117,182.985,255.246,128.279,100.206,619.646,340.676,270.969,141.322,318.723,123.257,199.754,273.981,225.222,228.246,131.169,292.882,201.856,202.124,126.362,114.726,171.647,276.223,292.134,187.043,181.371,98.1896,157.597,133.694,145.522,138.599,149.303,99.6505,95.3771,121.425,115.845,109.428,136.77,94.586,157.671,170.54,173.796,83.5001,135.949,111.147,147.735,123.284,79.7553,89.19,84.0733,70.844,76.176,76.669,76.0655,102.728,82.6012,57.8653,64.5946,49.7137,50.6029,43.7471,46.7936,39.907,43.2084,37.9554,39.0872,38.7174,33.1619,32.8506,35.6745,28.2103,29.1307,27.7422,27.424,27.9543,24.0466,24.6599,23.6795,
591.176,709.583,736.89,211.997,467.027,957.758,915.368,433.599,401.206,392.908,230.817,146.767,436.601,547.527,442.537,306.544,205.802,371.119,152.733,242.597,303.369,219.432,312.409,176.323,155.35,245.546,253.186,122.664,160.967,177.348,236.19,261.095,169.851,121.802,117.74,112.269,184.658,159.178,158.915,94.8068,89.5107,59.6087,84.928,81.3985,92.6996,94.3011,75.4459,68.0978,75.7481,73.5049,58.9717,52.3705,53.5925,58.5199,54.5638,57.3676,48.421,54.3988,54.0737,49.7111,51.309,57.0709,46.2515,43.4073,45.0732,40.3491,36.8065,37.5569,38.1317,36.8458,33.1718,32.295,31.9764,28.6669,29.7918,30.5248,30.2973,28.4807,28.7226,28.0832,28.1476,25.305,25.0891,24.6784,23.7968,24.0182,
