Timestamp,Intensity
1701211421.041177,1137.0110641163797
1701211421.34005,1143.5257233297418
1701211421.4394987,1136.9580994073276
1701211421.5394657,1137.9644288793106
1701211421.6393747,1137.858499461207
1701211421.7394607,1139.0060681573277
1701211421.8393466,1143.0666958512932
1701211421.9393332,1135.0513698814655
1701211422.039381,1138.0350484913793
1701211422.1393273,1135.528052262931
1701211422.2393856,1150.216931573276
1701211422.3393,1139.4297858297411
1701211422.4392898,1142.3781546336206
1701211422.5392816,1139.9594329202587
1701211422.639274,1132.1206559806035
1701211422.7393239,1138.5646955818966
1701211422.83926,1134.5570325969827
1701211422.9392881,1137.4171268857758
1701211423.0392804,1138.9177936422413
1701211423.1392217,1133.3564991918101
1701211423.2395778,1140.6656290409485
1701211423.3392127,1139.2355818965514
1701211423.43982,1143.1902801724136
1701211423.5392125,1140.294876077586
1701211423.6392136,1135.7222561961205
1701211423.7392206,1137.9644288793104
1701211423.8392274,1140.2242564655173
1701211423.939157,1135.3515032327587
1701211424.039149,1139.0590328663795
1701211424.1391807,1138.5470406788793
1701211424.2391257,1139.7475740840518
1701211424.3391764,1139.0237230603448
1701211424.4391022,1138.741244612069
1701211424.5391989,1139.906468211207
1701211424.6390932,1143.931786099138
1701211424.7391043,1134.0803502155172
1701211424.8390713,1132.7209226831897
1701211424.9390798,1141.6719585129313
1701211425.0391235,1137.0287190193967
1701211425.139048,1136.763895474138
1701211425.2391086,1133.691942349138
1701211425.3390522,1141.1952761314653
1701211425.4390268,1136.552036637931
1701211425.5390232,1136.040044450431
1701211425.6390321,1142.5017389547413
1701211425.7390876,1143.9141311961207
1701211425.8390017,1134.5570325969827
1701211425.939022,1139.4650956357757
1701211426.039005,1135.1219894935346
1701211426.139509,1136.5873464439653
1701211426.2389565,1138.7765544181036
1701211426.338944,1141.318860452586
1701211426.4389606,1137.0110641163794
1701211426.538977,1130.9377774784484
1701211426.6396415,1133.1622952586206
1701211426.7393887,1141.9014722521551
1701211426.8389761,1138.953103448276
1701211426.9388826,1142.113331088362
1701211427.0389254,1135.0513698814655
1701211427.1388848,1135.457432650862
1701211427.2388866,1136.3048679956896
1701211427.338897,1138.8648289331898
1701211427.4388478,1147.7805549568966
1701211427.5388978,1141.0010721982758
1701211427.638838,1142.7135977909484
1701211427.738833,1136.2165934806033
1701211427.8388073,1143.0313860452586
1701211427.9387946,1141.654303609914
1701211428.0388443,1146.4740921336206
1701211428.1388006,1141.0540369073274
1701211428.238921,1140.7362486530174
1701211428.3388135,1141.4954094827585
1701211428.4388306,1142.8724919181036
1701211428.5387475,1133.974420797414
1701211428.6387718,1128.8191891163792
1701211428.7387722,1139.906468211207
1701211428.8387356,1134.6982718211204
1701211428.9387655,1134.9807502693966
1701211429.038713,1134.2039345366381
1701211429.1387455,1146.438782327586
1701211429.2387097,1144.1789547413791
1701211429.3386786,1137.6289857219826
1701211429.438661,1139.0943426724139
1701211429.5386894,1137.1876131465517
1701211429.6386924,1134.3981384698275
1701211429.7386503,1139.5710250538793
1701211429.8386748,1134.8395110452589
1701211429.9386122,1139.553370150862
1701211430.038611,1144.0377155172414
1701211430.138679,1135.2985385237068
1701211430.2386444,1133.7625619612068
1701211430.3386614,1137.4700915948274
1701211430.4385877,1142.0074016702586
1701211430.5386412,1129.807863685345
1701211430.638614,1142.5193938577586
1701211430.7385614,1139.1473073814655
1701211430.8385398,1143.2962095905173
1701211430.9385324,1138.4764210668102
1701211431.0385919,1141.530719288793
1701211431.1385047,1139.9241231142244
1701211431.2385461,1146.2269234913792
1701211431.3384948,1138.1762877155172
1701211431.438563,1143.9670959051723
1701211431.53852,1143.9317860991382
1701211431.6384606,1134.9277855603448
1701211431.7385054,1137.6289857219826
1701211431.8392236,1142.2722252155172
1701211431.939142,1131.9970716594828
1701211432.03844,1136.410797413793
1701211432.1385148,1143.2962095905173
1701211432.2384171,1139.412130926724
1701211432.338392,1139.9770878232757
1701211432.438397,1139.9241231142241
1701211432.5383887,1140.347840786638
1701211432.6384337,1141.42478987069
1701211432.7383547,1147.7629000538795
1701211432.8384094,1139.8358485991382
1701211432.9383566,1135.881150323276
1701211433.038347,1147.3568372844827
1701211433.1383383,1137.9114641702586
1701211433.2383366,1136.5167268318967
1701211433.3383667,1140.6656290409485
1701211433.4383302,1137.999738685345
1701211433.5383205,1142.4134644396552
1701211433.6383226,1134.0980051185345
1701211433.738329,1136.9757543103447
1701211433.838288,1141.5307192887929
1701211433.9382787,1135.1926091056034
1701211434.038271,1140.065362338362
1701211434.1382713,1140.4714251077585
1701211434.2383075,1138.370491648707
1701211434.3382363,1135.7222561961205
1701211434.4382536,1140.7892133620692
1701211434.5382004,1136.410797413793
1701211434.6382089,1150.393480603448
1701211434.7382088,1137.8055347521552
1701211434.838196,1134.6453071120688
1701211434.938221,1141.7425781250001
1701211435.0381649,1138.529385775862
1701211435.138221,1140.8951427801726
1701211435.2381687,1139.835848599138
1701211435.3381493,1140.1183270474137
1701211435.4381366,1143.7022723599134
1701211435.5381234,1141.2835506465517
1701211435.6381733,1141.6719585129308
1701211435.738099,1135.4927424568966
1701211435.838176,1141.9544369612072
1701211435.938081,1128.201267510776
1701211436.0381413,1137.5407112068963
1701211436.1380808,1143.949441002155
1701211436.2380607,1139.6063348599137
1701211436.3380852,1137.2935425646551
1701211436.438034,1144.2319194504312
1701211436.5381684,1141.5483741918104
1701211436.6380236,1136.7815503771553
1701211436.7380698,1141.795542834052
1701211436.8380022,1142.0074016702586
1701211436.9379902,1141.2835506465515
1701211437.0387516,1151.1526414331895
1701211437.1385176,1161.8868224676723
1701211437.2380452,1164.0407206357754
1701211437.337969,1171.4734348060347
1701211437.438046,1184.9088160021556
1701211437.5379364,1191.2292712823278
1701211437.6379457,1199.1916325431037
1701211437.7379298,1204.7882367995694
1701211437.83795,1214.7102922952586
1701211437.9379737,1222.4607947198278
1701211438.0379233,1230.4937755926728
1701211438.1379628,1233.3538698814657
1701211438.2379026,1244.5294234913795
1701211438.3379471,1244.5647332974138
1701211438.4378974,1251.7326239224137
1701211438.537872,1247.8838550646556
1701211438.6379037,1254.0630711206895
1701211438.7378404,1265.5211031788792
1701211438.837898,1263.5437540409484
1701211438.9378157,1258.1590086206895
1701211439.0378945,1263.1553461745689
1701211439.1378465,1274.7722723599138
1701211439.237813,1273.8895272090515
1701211439.3377924,1268.3458876616378
1701211439.4377778,1269.4581465517242
1701211439.5378275,1274.9664762931036
1701211439.6377766,1281.0750727370687
1701211439.7378116,1280.1746726831896
1701211439.8377516,1277.4205078124999
1701211439.9377482,1278.214978448276
1701211440.0377288,1277.120374461207
1701211440.1377413,1279.7509550107761
1701211440.2377782,1281.004453125
1701211440.3376937,1279.397856950431
1701211440.4377482,1275.4078488685345
1701211440.5376935,1276.7319665948278
1701211440.6376765,1276.3788685344828
1701211440.7376733,1271.8415584590518
1701211440.837658,1285.118045528017
1701211440.9377055,1277.5440921336208
1701211441.0376685,1279.6450255926725
1701211441.137695,1278.0384294181033
1701211441.2376368,1280.7396295797414
1701211441.3376532,1285.8595514547417
1701211441.4376218,1276.2905940193966
1701211441.5375977,1276.1316998922414
1701211441.6375856,1282.346225754311
1701211441.737582,1283.1230414870688
1701211441.837627,1282.840563038793
1701211441.937553,1278.3209078663792
1701211442.037595,1279.044758890086
1701211442.1375413,1284.0764062500002
1701211442.239047,1277.0497548491376
1701211442.338133,1281.2692766702587
1701211442.4375713,1283.6703434806036
1701211442.5375447,1277.067409752155
1701211442.6374962,1284.8885317887932
1701211442.7375433,1280.1040530711205
1701211442.8375108,1281.2692766702585
1701211442.937477,1276.7143116918105
1701211443.0375028,1278.285598060345
1701211443.137454,1283.8115827047413
1701211443.23751,1285.700657327586
1701211443.3374338,1276.5377626616378
1701211443.4382994,1279.8215746228448
1701211443.5374784,1271.4178407866377
1701211443.6374633,1279.9275040409482
1701211443.7374055,1277.5794019396553
1701211443.837398,1286.5657475754313
1701211443.937391,1276.131699892241
1701211444.0373907,1275.4255037715516
1701211444.13742,1277.4381627155171
1701211444.2373493,1289.0727438038793
1701211444.3373816,1281.569410021552
1701211444.4373353,1284.2882650862068
1701211444.537332,1274.8782017780172
1701211444.6373265,1280.404186422414
1701211444.7373185,1277.9325000000001
1701211444.8373542,1277.9854647090517
1701211444.937298,1280.2629471982757
1701211445.037383,1269.5111112607756
1701211445.1372924,1278.6916608297413
1701211445.2373106,1276.7672764008623
1701211445.3372562,1277.9854647090517
1701211445.4372475,1276.3612136314653
1701211445.5373025,1277.2969234913794
1701211445.6372797,1278.726970635776
1701211445.7373743,1286.3185789331897
1701211445.8372278,1284.0587513469827
1701211445.9372578,1273.3069154094826
1701211446.0372,1280.7219746767246
1701211446.137187,1279.4155118534482
1701211446.2372088,1283.299590517241
1701211446.3371909,1273.8012526939658
1701211446.4372072,1278.1443588362067
1701211446.5371413,1282.6816689116379
1701211446.637216,1276.8555509159482
1701211446.7371352,1283.281935614224
1701211446.8371334,1280.8455589978448
1701211446.9371285,1285.2063200431032
1701211447.0371132,1284.3412297952586
1701211447.1371512,1280.3865315193962
1701211447.2370937,1276.8555509159485
1701211447.337124,1284.7649474676723
1701211447.43807,1280.3335668103446
1701211447.5377133,1277.349888200431
1701211447.6370614,1277.9148450969828
1701211447.7370691,1275.7079822198277
1701211447.8370886,1281.0927276400864
1701211447.9370303,1284.7119827586205
1701211448.0370526,1276.0963900862068
1701211448.1370249,1276.2023195043103
1701211448.23704,1277.279268588362
1701211448.3370314,1278.9211745689654
1701211448.4369924,1279.8039197198277
1701211448.5370135,1281.2163119612067
1701211448.6369827,1282.7875983297415
1701211448.7399876,1277.4028529094828
1701211448.8369586,1274.6839978448274
1701211448.9370575,1276.325903825431
1701211449.0369499,1280.0334334590518
1701211449.1369383,1280.9867982219828
1701211449.2369232,1281.7283041487071
1701211449.3369086,1282.681668911638
1701211449.4369652,1279.8921942349136
1701211449.5368986,1283.2289709051724
1701211449.6369305,1281.163347252155
1701211449.7368824,1277.9148450969826
1701211449.8368669,1277.8971901939656
